,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,3.69,5.83,6.06,7.1,4.83,2.46,2.31,2.11,2.2,1.97,2.36,1.58,1.7,,1.6
f_1,7.23,0.66,5.26,6.1,6.31,5.71,1.75,2.19,3.05,1.78,2.27,,1.67,1.43,1.32,1.88
c_1,5.43,6.57,0.66,5.86,6.58,7.67,2.69,1.26,2.81,,1.76,2.11,1.77,2.41,1.65,1.6
d_1,6.55,6.0,6.24,0.65,5.8,6.09,2.89,,2.04,2.65,1.82,2.11,1.59,2.87,1.78,0.99
b_1,5.52,6.76,3.86,5.63,0.63,6.32,2.74,2.23,2.87,3.05,,2.38,1.81,2.64,2.3,2.31
a_1,8.94,5.51,6.97,9.79,4.83,0.57,3.28,3.0,,2.61,2.85,2.6,2.51,,2.37,1.75
h_1,5.1,6.74,3.98,6.8,5.04,3.79,0.6,1.69,2.7,1.6,1.92,2.01,,1.75,1.71,1.42
d_0,3.04,4.95,6.23,,4.83,3.84,2.4,0.71,2.74,1.68,1.69,1.44,1.36,1.45,1.65,1.42
g_1,6.49,5.78,5.06,5.51,5.13,,1.69,1.75,0.58,2.19,2.23,2.33,1.33,,2.23,
c_0,5.54,5.35,,2.55,3.74,4.09,2.95,1.91,2.04,0.71,2.27,1.7,1.22,1.36,,1.43
b_0,6.33,4.13,6.55,5.22,,4.62,1.99,2.1,2.17,1.1,0.67,1.75,1.54,1.87,1.91,2.04
f_0,4.88,,5.44,5.47,4.96,6.11,1.92,2.65,1.38,1.75,2.04,0.67,1.67,2.08,2.25,0.98
h_0,4.22,3.91,4.21,4.56,4.78,3.34,,1.75,1.75,1.98,1.86,1.61,,1.55,1.38,1.64
a_0,6.48,8.87,6.72,5.83,6.59,,2.48,2.43,,1.92,1.39,1.69,1.65,0.62,,1.39
e_0,,9.88,7.17,6.45,5.65,5.49,3.32,2.06,1.97,,2.02,1.34,1.86,,0.59,1.76
g_0,5.88,5.18,5.88,6.23,3.89,6.21,2.03,1.83,,1.88,1.78,1.88,0.98,2.16,1.73,
