,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.92,0.43,0.34,0.46,0.34,0.26,0.38,0.59,0.27,0.35,0.31,0.31,0.34,0.23,0.29,0.16
f_1,0.71,0.92,0.37,0.39,0.3,0.19,0.31,0.4,0.25,0.33,0.3,0.2,0.33,0.22,0.27,0.12
d_1,0.41,0.45,0.92,0.31,0.32,0.24,0.37,0.31,0.29,0.57,0.37,0.32,0.38,0.24,0.31,0.26
c_1,0.39,0.4,0.38,0.91,0.57,0.27,0.34,0.35,0.23,0.22,0.22,0.27,0.34,0.2,0.28,0.2
b_1,0.38,0.39,0.39,0.39,0.91,0.44,0.36,0.34,0.26,0.34,0.22,0.32,0.35,0.16,0.26,0.24
a_1,0.36,0.4,0.41,0.44,0.41,0.9,0.32,0.36,0.28,0.37,0.31,0.33,0.37,0.19,0.29,0.2
h_1,0.43,0.57,0.46,0.38,0.33,0.21,0.65,0.4,0.37,0.36,0.31,0.32,0.29,0.27,0.46,0.24
d_0,0.45,0.43,0.32,0.69,0.41,0.27,0.33,0.56,0.28,0.26,0.3,0.3,0.41,0.23,0.27,0.19
g_1,0.4,0.37,0.59,0.45,0.36,0.24,0.34,0.35,0.64,0.37,0.32,0.49,0.37,0.25,0.31,0.28
c_0,0.49,0.46,0.42,0.4,0.35,0.26,0.38,0.45,0.34,0.53,0.6,0.38,0.43,0.33,0.35,0.22
b_0,0.53,0.48,0.41,0.46,0.3,0.17,0.41,0.4,0.34,0.35,0.53,0.35,0.47,0.5,0.34,0.22
f_0,0.34,0.35,0.51,0.44,0.41,0.29,0.41,0.4,0.34,0.37,0.35,0.54,0.43,0.26,0.39,0.49
h_0,0.46,0.56,0.45,0.42,0.39,0.24,0.28,0.35,0.37,0.33,0.33,0.32,0.32,0.27,0.38,0.23
a_0,0.48,0.52,0.48,0.43,0.32,0.15,0.4,0.38,0.34,0.37,0.38,0.37,0.46,0.5,0.42,0.21
g_0,0.37,0.4,0.67,0.39,0.38,0.25,0.33,0.29,0.23,0.38,0.32,0.48,0.38,0.19,0.29,0.25
e_0,0.36,0.52,0.51,0.44,0.35,0.22,0.42,0.34,0.33,0.35,0.35,0.35,0.4,0.24,0.38,0.46
