,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.18,1.0,2.01,1.72,1.59,1.65,0.51,0.6,0.36,0.33,0.31,0.5,0.26,0.47,1.12,0.31
f_1,1.53,0.17,1.52,1.65,1.71,1.58,0.34,0.56,0.38,0.31,0.33,1.05,0.2,0.33,0.37,0.33
d_1,1.87,1.53,0.16,1.92,1.51,1.62,0.45,0.31,1.72,0.4,0.33,0.31,0.22,0.36,0.31,0.14
c_1,1.59,1.67,1.92,0.15,1.56,2.27,0.53,0.52,0.18,1.37,0.34,0.32,0.24,0.28,0.29,0.22
b_1,1.87,1.8,1.78,0.86,0.13,2.08,0.45,0.47,0.35,0.53,1.73,0.33,0.24,0.34,0.33,0.28
a_1,2.04,1.67,1.54,1.97,0.93,0.08,0.63,0.51,0.52,0.39,0.35,0.4,0.22,1.33,0.42,0.22
h_1,0.98,0.99,1.06,1.1,1.06,0.75,0.06,0.3,0.15,0.16,0.19,0.21,0.38,0.14,0.19,0.13
g_1,1.14,0.85,0.74,0.99,0.99,0.92,0.22,0.06,0.23,0.17,0.22,0.22,0.15,0.22,0.22,0.34
d_0,0.46,1.14,2.65,1.01,1.0,1.13,0.29,0.29,0.08,0.18,0.21,0.19,0.15,0.2,0.16,0.16
c_0,0.84,1.14,0.46,2.88,1.06,0.82,0.25,0.24,0.29,0.07,0.2,0.21,0.15,0.24,0.18,0.17
b_0,0.9,0.91,0.76,1.38,2.25,0.9,0.23,0.2,0.22,0.09,0.06,0.16,0.15,0.16,0.18,0.16
f_0,1.08,3.62,0.91,0.89,0.79,0.59,0.25,0.18,0.18,0.19,0.18,0.06,0.11,0.18,0.13,0.07
h_0,0.8,1.01,0.88,1.03,0.93,0.79,0.85,0.26,0.2,0.19,0.17,0.14,0.39,0.2,0.18,0.14
a_0,0.65,1.1,1.0,0.87,1.57,,0.42,0.28,0.15,0.16,0.09,0.16,0.12,0.05,0.3,0.14
e_0,2.28,1.58,0.68,0.74,1.28,0.72,0.28,0.26,0.18,0.17,0.16,0.07,0.13,0.19,0.04,0.14
g_0,0.93,1.03,0.91,1.02,1.06,0.91,0.19,0.36,0.19,0.18,0.17,0.17,0.08,0.24,0.14,0.26
