,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,11690.9,3338.6,2498.96,5637.48,4987.47,19403.81,3757700.31,6456544.72,22943712.6,17472910.84,25432650.69,28620592.23,105268307.52,112835901.74,62838453.8,257704491.2
f_1,4841.22,12949.73,3732.99,4355.07,3200.12,19743.07,2629142.31,5018439.97,9320301.99,18307076.77,7891430.55,26454715.53,95500646.46,103591816.69,118070845.64,213658060.31
d_1,2460.05,3007.54,19270.67,3952.91,4837.91,22839.64,3116534.3,6879265.2,4069611.76,33801123.97,25735154.98,31843645.31,111014217.35,120676714.57,148355647.23,272268017.78
c_1,2134.68,2551.8,4084.07,23145.12,8517.71,17848.12,3175718.31,4987950.68,12062088.44,4793523.77,27016199.33,22060998.44,96823472.48,112314895.71,144585030.1,314633698.69
b_1,2355.83,2398.12,4332.14,3540.25,25379.35,43150.06,2522871.24,6765418.59,11000198.66,16484183.98,34943774.49,10394888.22,100094348.44,89561633.76,153480038.98,295420483.17
a_1,2408.07,2859.29,4575.64,4083.36,4318.11,175338.25,3422479.91,6975884.73,10516468.17,18228082.81,26654827.19,27308351.63,105287913.3,34544397.89,202390833.86,278633432.37
h_1,2705.69,4775.41,5033.99,5483.64,5697.8,26386.08,10457539.48,9812778.59,14401060.18,16942260.85,25076354.4,31801938.31,55717085.42,116115867.82,207522848.5,463507872.34
g_1,2592.71,2744.48,6922.64,6244.39,6429.17,21546.31,4130691.38,24756470.72,10103060.05,19887722.28,48698004.9,28858329.9,94928745.29,136835180.4,163526073.0,157941573.66
d_0,3021.66,3749.4,2481.08,10960.18,5032.94,26997.5,3821266.54,8164526.03,30189823.07,17414861.3,29548708.53,33693405.13,120909384.84,126317261.89,166897320.77,335384646.42
c_0,3733.75,3833.8,5140.21,3277.36,4194.55,29904.14,4280408.86,7245114.65,13199845.21,43099564.22,30771912.34,68522726.65,114819973.04,175872966.74,150980044.73,329408738.1
f_0,2153.53,2053.82,5284.45,6374.41,7883.95,29345.87,4456097.29,8704047.31,14614114.34,15624273.12,78674580.0,26625503.16,137429311.36,144396504.8,401762061.39,465310126.36
b_0,2943.01,3780.07,5201.61,6817.94,3917.43,18195.81,3456476.14,8254105.47,15940638.76,24890388.41,36096433.72,84156595.04,133854761.09,319638038.92,192061104.88,359017948.3
h_0,2947.29,4509.28,5354.91,5030.88,5403.57,26687.18,1836666.55,12214110.83,16133624.7,19790745.95,33366451.34,35573617.47,59476351.97,169046009.15,182014831.71,435407313.44
a_0,3318.95,3316.39,4805.69,5938.28,6928.93,7593.91,3977076.89,9719265.11,12564483.08,22830458.42,38484449.02,28395792.21,125486493.16,466831042.2,190259405.96,483498107.33
e_0,1475.81,4102.61,6587.11,5322.15,5696.03,28182.59,4919918.4,8348980.24,13117720.27,25822035.73,28994295.65,33454812.66,157569813.89,147162721.37,560390491.71,333238566.21
g_0,2398.01,3102.54,8877.18,5313.82,5763.3,30887.94,3484191.29,5324407.54,10567052.44,19761030.12,55940297.43,30543004.9,124110544.77,104178323.79,279282016.9,227143381.67
