,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.51,0.62,0.64,0.79,0.64,0.55,0.84,0.82,0.85,1.39,0.87,0.91,0.9,0.67,0.53,0.92
f_1,1.08,1.52,0.69,0.67,0.52,0.48,0.69,0.66,0.79,0.72,0.79,0.49,0.73,0.6,0.51,0.66
d_1,0.71,0.79,1.53,0.58,0.54,0.47,0.93,0.71,1.24,0.56,0.92,0.85,0.83,0.68,0.71,0.74
c_1,0.67,0.7,0.6,1.56,1.15,0.38,0.7,0.77,0.46,0.72,0.73,0.73,0.84,0.71,0.68,0.76
b_1,0.63,0.83,0.73,0.59,1.63,1.09,0.74,0.75,0.83,0.73,0.48,0.7,0.8,0.6,0.68,0.72
a_1,0.74,0.73,0.92,0.96,0.47,1.81,1.06,0.75,0.84,1.01,0.81,0.85,1.26,0.47,0.74,1.06
h_1,0.89,1.21,0.95,0.92,0.8,0.61,1.71,1.13,1.01,0.89,1.04,0.82,0.8,0.95,0.85,1.4
g_1,0.75,0.82,1.45,0.77,0.78,0.69,1.07,1.8,1.11,0.85,0.92,1.45,1.14,0.94,0.9,0.8
c_0,1.01,1.04,0.94,0.74,0.68,0.77,1.13,1.0,1.59,1.14,1.69,1.1,1.25,1.06,1.0,1.18
d_0,0.78,0.97,0.57,1.55,0.97,0.64,1.12,1.03,0.93,1.61,0.97,1.04,1.08,1.04,1.02,1.16
b_0,1.01,1.06,0.93,0.92,0.58,0.61,1.14,1.01,0.93,1.27,1.62,1.12,1.43,1.82,1.12,1.09
f_0,0.74,0.87,1.07,1.1,0.82,0.71,1.25,1.04,1.17,1.31,1.23,1.67,1.4,1.2,1.85,0.89
h_0,0.92,1.44,1.09,0.89,0.77,0.65,0.89,1.23,1.17,1.26,0.93,1.1,1.02,1.04,0.97,1.59
a_0,1.09,1.0,1.25,0.97,0.93,0.57,1.15,1.07,1.26,1.0,0.92,0.98,1.33,1.67,0.86,1.16
e_0,0.74,1.12,1.08,1.17,0.95,0.7,1.2,1.19,1.1,1.19,1.31,1.03,1.31,1.28,1.76,1.27
g_0,1.01,1.06,1.42,0.95,0.91,0.75,1.18,0.86,1.18,1.09,1.27,1.65,1.08,1.14,0.98,0.95
