,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.05,1.88,1.68,1.58,1.61,1.26,0.54,0.53,0.56,0.46,0.48,0.54,0.31,0.44,0.39,0.38
e_1,1.19,1.05,1.62,2.01,1.72,1.43,0.77,0.62,0.69,0.52,0.48,0.57,0.4,0.44,0.42,0.59
d_1,1.97,2.02,1.05,1.61,1.69,1.52,0.69,0.71,0.46,0.58,0.47,0.48,0.4,0.43,0.3,0.43
c_1,1.96,1.48,2.37,1.05,1.85,1.56,0.68,0.35,0.69,0.6,0.5,0.51,0.46,0.49,0.38,0.48
b_1,2.22,2.09,2.19,1.41,1.06,2.18,0.86,0.64,0.81,0.89,0.95,0.51,0.44,0.53,0.49,0.56
a_1,3.52,3.03,2.57,2.62,1.62,1.07,1.18,1.04,1.08,0.98,1.14,0.81,0.8,1.0,0.57,0.76
h_1,5.29,4.18,4.43,4.54,4.41,3.11,1.24,1.24,1.78,1.26,1.12,1.1,1.16,1.02,1.07,0.97
d_0,5.49,3.78,7.49,7.49,5.57,4.26,2.42,1.43,2.62,1.58,1.51,1.65,1.43,1.41,1.46,1.75
g_1,6.72,5.53,6.82,5.17,5.33,4.41,1.83,1.81,1.29,1.87,1.64,1.63,1.01,1.4,1.31,1.37
c_0,7.02,5.78,3.96,8.03,5.1,4.09,2.43,2.44,2.02,1.39,1.83,1.54,1.51,1.67,1.33,1.63
b_0,7.31,6.31,5.92,8.69,7.13,4.07,2.76,2.34,2.22,1.29,1.43,1.83,1.55,1.95,1.45,1.51
f_0,8.84,6.28,6.52,6.9,7.33,5.51,2.93,2.12,1.89,2.02,1.81,1.46,1.64,1.79,1.13,2.28
h_0,9.08,8.11,7.5,7.2,7.88,6.25,3.45,2.38,3.13,2.32,2.26,2.13,1.96,1.99,1.73,1.88
a_0,8.83,8.39,8.47,8.86,9.07,6.87,3.63,2.58,2.88,2.05,1.48,2.13,1.98,1.54,1.86,2.3
g_0,9.43,8.73,9.02,9.4,7.91,6.84,2.81,2.5,3.72,2.41,2.21,2.77,1.75,2.23,2.3,2.45
e_0,9.8,10.48,8.59,8.89,8.95,6.98,3.77,2.54,3.23,2.39,2.2,1.45,2.17,2.43,1.74,1.46
