,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.17,0.89,0.94,0.78,0.65,0.44,0.43,0.36,0.43,0.35,0.35,0.29,0.3,0.31,0.26
e_1,0.87,1.0,0.88,1.09,0.85,0.67,0.5,0.47,0.4,0.56,0.41,0.43,0.35,0.36,0.32,0.31
d_1,1.12,1.14,1.0,0.88,0.75,0.64,0.51,0.39,0.56,0.43,0.48,0.4,0.36,0.34,0.26,0.3
c_1,1.05,0.91,1.15,1.0,1.24,0.77,0.53,0.45,0.4,0.34,0.37,0.41,0.37,0.36,0.31,0.32
b_1,1.27,1.16,1.3,0.83,1.0,1.18,0.58,0.51,0.58,0.46,0.5,0.43,0.46,0.36,0.44,0.39
a_1,1.54,1.45,1.5,1.26,0.86,1.0,0.72,0.6,0.63,0.55,0.71,0.52,0.53,0.45,0.49,0.45
h_1,2.29,2.02,2.05,1.9,1.7,1.35,1.0,1.01,0.78,0.84,0.8,0.78,0.72,0.6,0.73,0.63
g_1,2.36,2.17,2.52,2.14,1.98,1.63,0.95,1.0,0.95,0.85,0.87,1.02,0.71,0.72,0.65,0.81
c_0,2.82,2.57,1.8,2.47,1.82,1.6,1.27,1.09,1.0,1.1,1.3,0.97,0.88,0.89,0.72,0.77
d_0,2.34,1.84,2.27,3.05,2.13,1.67,1.19,1.12,0.91,1.0,0.9,0.97,0.85,0.69,0.72,0.73
b_0,2.78,2.55,1.96,2.78,1.93,1.41,1.29,1.17,0.78,1.17,1.0,1.0,0.91,1.27,0.79,0.78
f_0,2.82,2.37,2.53,2.47,2.34,1.93,1.33,1.0,1.01,1.06,1.03,1.0,0.88,0.84,0.63,1.09
h_0,3.4,2.88,2.79,2.77,2.14,1.92,1.45,1.42,1.15,1.18,1.05,1.11,1.0,0.93,0.99,0.8
a_0,3.27,2.82,2.83,2.87,2.99,2.12,1.61,1.31,1.16,1.4,0.84,1.23,1.06,1.0,0.92,1.03
g_0,3.35,3.16,3.74,3.18,2.35,1.9,1.37,1.54,1.32,1.38,1.3,1.56,1.04,1.1,1.0,0.99
e_0,3.84,3.33,3.1,3.0,2.67,2.35,1.56,1.21,1.2,1.37,1.29,0.95,1.2,1.05,1.05,1.0
