,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.11,1.74,3.48,2.99,3.22,2.7,0.97,0.74,0.63,0.95,0.71,0.8,0.61,0.46,0.86,0.49
f_1,2.72,1.1,3.1,2.91,3.07,2.98,0.63,0.66,0.6,1.04,0.65,0.79,0.55,0.35,0.54,0.47
c_1,2.59,3.58,1.11,4.46,2.74,2.95,1.08,0.42,0.97,0.91,0.77,0.67,0.64,0.49,0.74,0.52
d_1,3.79,3.94,3.2,1.1,3.14,2.89,0.88,1.08,0.64,0.62,0.64,0.75,0.64,0.46,0.54,0.29
b_1,3.66,3.99,2.1,3.83,1.12,3.64,1.05,0.74,1.05,1.0,1.0,0.72,0.82,0.58,0.68,0.56
a_1,5.92,6.03,5.77,5.64,3.29,1.13,1.72,1.56,1.24,1.84,1.18,1.18,1.62,0.93,1.32,0.86
h_1,12.74,13.14,13.28,10.31,11.0,9.24,1.6,3.0,2.2,3.67,2.54,2.46,2.07,2.68,1.93,1.63
d_0,8.02,12.53,16.98,21.71,14.9,12.5,4.17,1.88,3.15,5.55,3.07,2.62,2.54,2.15,2.78,2.41
c_0,17.68,16.35,24.58,8.27,16.77,16.08,4.47,4.49,1.92,4.39,2.89,3.24,2.36,2.11,2.43,1.76
g_1,17.51,20.5,15.84,14.87,16.68,14.07,3.38,3.45,2.9,1.67,3.07,2.93,2.87,1.67,2.76,3.14
b_0,20.13,18.38,23.03,13.19,23.79,19.52,4.6,5.26,1.96,5.08,1.94,3.31,3.26,2.29,3.35,2.7
f_0,16.94,25.52,18.61,18.09,20.46,17.23,5.9,4.22,3.18,3.43,3.52,1.99,3.74,2.61,3.8,1.67
a_0,22.35,23.34,32.29,21.43,29.8,24.22,6.46,5.88,3.96,6.93,2.52,4.85,2.27,3.57,4.12,3.67
h_0,21.95,25.89,24.4,20.61,23.43,23.33,9.93,5.0,4.98,6.93,4.69,4.1,4.64,3.96,4.12,3.79
e_0,37.17,36.19,29.15,21.86,28.16,21.99,7.27,6.25,5.4,5.92,5.46,2.84,5.18,3.63,2.5,3.79
g_0,28.69,28.84,30.5,30.73,26.69,23.05,7.08,6.93,6.13,11.96,5.75,6.13,5.69,2.91,4.44,4.52
