,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.42,4.22,4.41,3.03,3.54,3.08,1.55,1.94,1.41,1.75,1.51,,1.14,1.31,2.03,1.53
e_1,2.33,0.42,3.79,2.96,3.9,2.79,2.24,2.03,2.13,1.69,1.56,2.12,1.4,1.43,,1.33
d_1,3.66,3.51,0.4,4.79,4.58,4.4,1.78,1.21,,1.94,1.5,1.52,1.12,1.49,1.88,1.01
c_1,3.53,4.65,3.44,0.39,4.24,2.91,2.17,1.8,0.88,,1.74,1.54,1.24,1.72,1.83,1.35
b_1,3.92,3.32,3.05,1.84,0.36,,1.97,2.02,1.58,2.44,,1.83,1.56,1.8,1.76,1.33
a_1,3.59,5.57,3.2,4.78,,0.3,2.06,2.02,1.41,1.89,2.08,1.44,1.43,,,
h_1,1.84,1.56,2.07,1.83,1.32,1.51,0.27,1.15,0.86,0.87,0.86,0.84,,0.65,0.93,0.82
g_1,1.88,2.56,2.29,1.93,2.26,1.78,0.65,0.25,0.77,0.67,1.0,1.12,0.54,0.8,0.78,
d_0,1.76,1.06,,2.53,1.33,2.12,0.69,1.06,0.29,0.72,0.73,0.55,0.54,0.8,0.7,0.64
c_0,1.65,1.52,0.97,,1.39,1.67,0.82,0.9,0.8,0.28,0.97,0.86,0.63,0.81,0.53,0.67
b_0,1.59,1.75,1.69,1.98,,1.5,1.0,0.71,0.92,0.44,0.27,0.6,0.63,0.81,0.76,0.75
f_0,,1.25,1.52,1.59,1.94,1.73,0.91,0.63,0.84,0.72,0.66,0.26,0.71,0.82,0.88,0.41
h_0,1.4,1.26,1.39,1.32,1.42,1.28,,0.71,0.57,0.47,0.51,0.71,,0.64,0.41,0.52
a_0,2.01,1.76,1.7,1.43,1.8,,0.95,1.04,0.92,0.77,0.46,0.57,0.58,0.23,0.77,0.48
e_0,1.55,,1.88,1.83,1.47,,0.93,0.78,0.59,1.05,0.72,0.45,0.69,0.62,0.22,0.59
g_0,1.36,1.29,1.21,1.48,1.48,,0.55,,0.61,0.5,0.67,0.63,0.41,0.67,0.52,
