,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.93,0.1,0.09,0.08,0.08,0.07,0.06,0.11,0.07,0.05,0.07,0.06,0.05,0.04,,0.05
f_1,0.17,0.93,0.09,0.1,0.08,0.08,0.05,0.07,0.07,0.05,0.06,,0.06,0.04,0.04,0.05
c_1,0.11,0.12,0.93,0.1,0.15,0.07,0.07,0.06,,0.06,0.04,0.06,0.07,0.05,0.04,0.05
d_1,0.11,0.1,0.09,0.93,0.1,0.06,0.07,,0.1,0.06,0.06,0.07,0.06,0.05,0.05,0.04
b_1,0.11,0.13,0.09,0.11,0.93,0.15,0.07,0.07,0.06,0.07,,0.06,0.06,,0.05,0.06
a_1,0.1,0.14,0.15,0.14,0.07,0.93,0.08,0.09,0.09,0.06,0.06,0.07,0.06,,,0.06
h_1,0.36,0.4,0.29,0.29,0.23,0.2,0.71,0.21,0.17,0.17,0.14,0.13,,0.14,0.14,0.15
d_0,0.33,0.34,0.62,,0.27,0.21,0.22,0.56,0.22,0.17,0.23,0.19,0.23,0.17,0.13,0.15
c_0,0.34,0.35,,0.33,0.25,0.25,0.24,0.27,0.57,0.19,0.38,0.21,0.2,0.12,0.14,0.19
g_1,0.29,0.29,0.27,0.41,0.23,0.19,0.22,0.22,0.17,0.71,0.15,0.28,0.14,0.16,0.12,
b_0,0.38,0.39,0.42,0.38,,0.19,0.24,0.27,0.17,0.21,0.59,0.13,0.22,0.22,0.15,0.2
f_0,0.42,,0.39,0.25,0.32,0.22,0.33,0.25,0.24,0.17,0.27,0.57,0.2,0.17,0.22,0.19
h_0,0.49,0.59,0.43,0.51,0.49,0.26,,0.34,0.31,0.35,0.28,0.21,,0.19,0.2,0.28
a_0,0.53,0.44,0.37,0.33,,,0.3,0.24,0.31,0.19,0.24,0.23,0.24,0.57,0.16,
e_0,,0.45,0.37,0.32,0.29,,0.26,0.31,0.3,0.31,0.25,0.23,0.25,0.2,0.56,0.2
g_0,0.5,0.48,0.51,0.87,0.41,0.3,0.34,0.29,0.26,,0.3,0.29,0.31,,0.22,
