,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.06,1.48,2.08,2.68,2.34,1.99,1.03,0.91,0.92,0.58,0.79,0.73,0.55,0.58,1.12,0.6
f_1,2.33,1.06,2.1,2.35,2.22,1.88,0.64,0.88,0.59,0.59,0.82,0.61,0.4,0.59,0.47,0.48
d_1,3.34,2.5,1.06,2.18,2.14,1.87,0.89,0.68,1.06,0.74,0.66,0.66,0.55,0.69,0.49,0.33
c_1,1.99,2.47,2.69,1.06,3.31,2.2,0.95,0.76,0.47,0.91,0.62,0.59,0.59,0.69,0.63,0.56
b_1,2.39,3.36,2.54,1.51,1.06,2.83,0.89,0.84,0.85,0.92,0.64,1.05,0.6,0.57,0.72,0.6
a_1,3.8,3.77,3.44,3.9,1.97,1.07,1.41,1.43,1.08,1.01,1.0,1.37,0.8,1.75,0.95,0.74
h_1,5.08,7.11,6.2,5.73,6.13,4.68,1.34,2.13,1.86,1.54,1.47,1.91,1.89,1.51,1.33,1.54
g_1,6.33,7.41,6.99,7.94,6.5,5.25,2.2,1.35,1.78,2.09,2.08,2.01,1.11,1.58,1.56,1.63
d_0,4.39,8.33,11.65,8.77,6.57,6.46,2.95,3.27,1.54,1.92,2.21,1.94,1.53,2.06,2.06,1.97
c_0,8.38,8.1,4.71,12.54,7.18,6.8,3.58,2.87,2.85,1.61,3.01,2.37,1.95,2.15,1.76,1.8
f_0,7.38,15.88,7.97,8.51,7.6,7.08,3.9,2.17,2.72,2.05,1.54,2.29,1.88,1.87,2.92,1.28
b_0,7.94,8.85,6.98,10.53,11.95,6.11,2.95,3.58,2.72,1.42,3.03,1.52,1.87,2.9,2.3,1.86
h_0,9.61,10.34,8.96,9.43,9.17,7.55,4.95,4.41,3.18,2.77,2.69,2.57,3.2,2.68,2.08,2.22
a_0,10.91,11.82,9.44,11.26,12.8,14.99,4.43,4.38,3.32,2.77,3.19,1.67,2.1,1.58,2.7,2.9
e_0,16.01,14.08,11.76,11.65,9.68,7.99,3.89,4.38,3.7,3.7,1.94,3.38,2.96,2.63,1.66,1.84
g_0,12.16,14.07,14.42,10.44,10.64,10.79,3.45,6.96,3.51,3.55,3.25,3.34,2.25,2.16,3.3,3.13
