,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,6.01,2.79,3.68,2.37,2.74,2.72,10.32,21.78,12.77,10.08,13.67,15.19,20.85,14.51,11.57,20.23
f_1,4.35,6.16,2.8,2.59,2.49,2.68,9.45,13.95,11.73,8.18,13.26,9.27,19.02,13.24,11.25,17.8
c_1,2.44,2.77,6.53,2.54,4.98,3.12,10.5,13.07,9.08,10.04,8.75,12.9,21.25,13.42,14.95,20.32
d_1,2.71,2.87,2.13,6.73,2.53,3.03,10.73,9.78,22.1,11.11,18.37,14.29,20.47,18.44,16.37,23.95
b_1,2.35,3.13,2.77,2.58,8.13,5.68,10.52,10.86,12.08,10.3,8.41,12.82,19.82,11.53,17.15,18.25
a_1,2.8,3.4,3.1,2.66,2.72,10.45,11.0,12.95,14.7,10.33,13.8,12.57,21.08,9.11,14.34,20.02
h_1,2.8,3.86,2.78,3.39,2.73,2.98,19.69,12.43,13.39,15.62,14.89,15.04,16.01,15.5,18.48,26.64
d_0,2.75,3.02,4.87,2.24,3.54,2.95,10.64,18.74,11.4,11.05,14.31,14.66,23.34,16.22,18.22,19.52
c_0,3.14,3.12,2.69,3.63,2.35,3.33,10.97,14.81,20.68,10.27,24.65,14.45,21.61,17.97,17.75,23.54
g_1,2.48,2.31,2.92,4.45,3.06,3.07,10.24,13.46,15.01,24.4,14.71,23.27,21.51,16.43,20.22,18.82
b_0,3.25,2.84,3.51,3.26,2.35,2.59,11.92,15.57,14.53,11.88,22.04,17.07,23.39,28.21,15.89,26.01
f_0,2.51,2.6,3.13,3.02,3.66,3.49,13.46,15.19,14.16,12.29,14.24,24.24,23.46,17.85,31.26,24.02
h_0,2.91,3.76,3.04,3.34,3.03,2.81,9.73,13.71,14.32,13.0,13.7,13.1,19.07,16.54,16.65,25.92
a_0,2.87,2.91,3.23,3.34,3.26,2.19,11.57,16.48,15.06,14.17,14.51,18.81,22.97,28.83,16.64,22.97
e_0,2.35,3.15,3.15,3.47,3.14,3.11,11.55,13.64,13.84,13.59,15.56,15.76,22.65,18.39,29.71,19.69
g_0,2.49,2.47,2.85,4.46,3.24,3.11,11.95,10.7,14.3,9.24,13.13,21.25,23.08,16.24,20.1,20.99
