,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,6.06,3.64,2.13,2.14,1.98,1.8,7.31,8.05,8.14,9.9,10.4,5.79,15.88,9.78,7.39,13.16
e_1,2.44,6.17,1.8,2.62,2.22,2.23,8.36,9.87,8.53,20.54,10.54,10.41,15.55,11.49,7.52,16.15
d_1,2.29,2.18,6.6,1.65,2.24,2.19,9.29,18.74,8.25,7.39,13.91,13.98,17.09,12.06,13.03,16.81
c_1,2.02,1.99,2.18,6.8,4.05,1.94,6.93,4.7,7.53,9.26,7.69,11.53,14.63,11.16,10.89,15.46
b_1,2.08,1.84,2.59,2.18,7.14,4.44,8.92,8.27,7.42,9.43,7.38,9.95,15.81,7.95,11.56,18.1
a_1,2.32,1.9,2.43,2.75,1.78,10.8,9.3,11.01,8.87,10.42,11.26,11.13,16.54,7.75,10.19,16.43
h_1,3.14,2.26,2.86,2.17,2.38,2.18,17.65,9.91,11.12,11.09,11.86,11.8,12.94,10.22,10.82,23.38
c_0,2.83,2.42,2.77,2.16,1.94,2.33,9.03,19.26,8.13,10.76,23.38,11.95,18.43,15.5,14.3,16.09
g_1,2.11,2.11,3.75,2.3,2.28,2.6,8.44,12.55,22.08,10.14,10.5,18.37,18.62,13.64,13.52,12.7
d_0,2.74,2.29,1.46,4.66,2.22,2.43,6.82,8.45,7.97,18.47,11.07,10.46,16.76,13.34,10.21,15.38
b_0,2.77,2.46,2.73,2.64,1.85,1.48,6.74,11.85,11.17,13.53,21.74,11.3,21.37,26.31,13.65,18.24
f_0,1.89,2.07,2.68,2.92,3.0,2.55,8.86,10.88,9.52,11.62,12.89,21.1,19.46,14.36,26.67,16.05
h_0,3.2,2.2,2.52,2.65,2.28,2.51,6.64,10.93,11.85,11.87,12.41,10.15,13.11,12.39,11.51,23.32
a_0,2.91,2.34,2.57,2.72,2.73,1.45,10.95,11.45,8.75,13.14,11.67,12.81,19.96,27.07,13.0,18.86
e_0,2.45,1.8,2.45,2.8,3.1,2.3,10.18,10.72,10.22,11.65,12.32,10.91,18.39,13.5,30.19,20.5
g_0,2.23,2.09,3.98,2.63,2.29,2.14,8.79,10.99,7.15,9.64,10.12,18.68,14.55,11.17,13.6,13.87
