,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.8,1.12,0.9,0.91,0.71,0.49,0.58,0.41,0.45,0.44,0.44,0.36,0.36,0.36,0.32
f_1,1.26,1.0,1.02,0.81,0.87,0.65,0.43,0.5,0.42,0.41,0.41,0.37,0.33,0.29,0.27,0.33
c_1,0.88,0.97,1.0,1.08,1.2,0.81,0.54,0.36,0.41,0.46,0.36,0.4,0.3,0.33,0.3,0.31
d_1,1.14,1.23,0.92,1.0,0.91,0.7,0.49,0.49,0.56,0.4,0.42,0.41,0.39,0.35,0.3,0.26
b_1,1.09,1.13,0.84,1.09,1.0,1.07,0.61,0.47,0.52,0.49,0.46,0.44,0.37,0.41,0.31,0.36
a_1,1.37,1.51,1.27,1.43,0.95,1.0,0.7,0.59,0.63,0.66,0.57,0.56,0.52,0.52,0.44,0.42
h_1,2.07,2.26,1.89,2.07,1.65,1.36,1.0,0.82,0.88,1.03,0.83,0.74,0.67,0.71,0.64,0.7
d_0,1.73,2.07,2.81,2.07,2.08,1.59,1.18,1.0,0.87,1.07,0.92,0.85,0.76,0.82,0.74,0.67
c_0,2.34,2.27,2.43,1.85,1.94,1.62,1.11,1.14,1.0,1.03,1.24,0.9,0.95,0.87,0.86,0.71
g_1,2.29,2.39,2.15,2.52,2.01,1.57,1.01,0.96,0.96,1.0,0.89,1.06,0.71,0.71,0.76,0.67
b_0,2.35,2.41,2.78,2.29,2.2,1.72,1.22,1.07,0.84,1.15,1.0,0.89,1.14,0.85,0.86,0.73
f_0,2.2,2.7,2.56,2.43,2.22,1.91,1.31,1.19,1.15,0.94,1.11,1.0,0.93,0.87,1.15,0.64
a_0,2.73,3.06,3.43,2.6,2.82,1.89,1.44,1.34,1.14,1.37,0.9,1.12,1.0,1.06,0.97,0.9
h_0,2.82,3.28,3.06,2.85,2.42,1.97,1.4,1.28,1.14,1.43,1.23,1.16,0.91,1.0,0.84,1.03
e_0,2.79,3.75,3.5,3.37,3.18,2.21,1.53,1.42,1.2,1.3,1.26,0.9,1.0,1.2,1.0,0.98
g_0,3.05,3.01,3.08,3.72,2.85,2.31,1.45,1.46,1.42,1.45,1.37,1.57,1.09,0.99,1.1,1.0
