,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,1.5,1.14,2.03,3.09,23.2,38.3,32.24,37.27,37.45,59.05,90.37,90.14,114.74,136.44
f_1,1.23,1.0,1.11,1.11,1.58,2.61,17.41,27.35,28.37,33.12,36.18,42.74,66.99,84.16,88.93,118.68
c_1,0.67,0.89,1.0,1.22,2.17,2.54,19.3,17.38,25.15,28.13,24.17,38.69,72.13,75.0,92.9,104.34
d_1,0.86,0.91,0.83,1.0,1.48,2.52,16.59,22.52,30.94,23.1,33.83,43.14,65.9,79.84,83.75,82.32
b_1,0.49,0.62,0.47,0.67,1.0,2.48,12.03,13.88,19.92,18.0,18.09,24.65,42.52,43.02,59.74,65.57
a_1,0.32,0.38,0.4,0.4,0.41,1.0,7.41,9.06,10.68,11.08,13.45,14.72,28.04,27.47,31.23,40.16
h_1,0.04,0.06,0.05,0.06,0.08,0.14,1.0,1.22,1.48,1.86,1.54,2.08,3.48,3.71,4.99,6.36
d_0,0.03,0.04,0.06,0.05,0.07,0.11,0.85,1.0,0.99,1.3,1.38,1.77,3.06,3.2,4.05,4.79
c_0,0.03,0.04,0.04,0.03,0.05,0.09,0.65,0.98,1.0,1.04,1.49,1.48,2.52,2.87,3.38,3.78
g_1,0.03,0.03,0.04,0.04,0.05,0.09,0.54,0.75,0.95,1.0,1.07,1.8,2.14,2.46,3.39,3.78
b_0,0.03,0.03,0.04,0.03,0.06,0.08,0.62,0.75,0.66,0.94,1.0,1.39,2.33,3.19,2.57,3.72
f_0,0.02,0.02,0.03,0.02,0.04,0.07,0.49,0.56,0.63,0.57,0.7,1.0,1.7,1.64,2.71,2.0
h_0,0.01,0.01,0.01,0.02,0.02,0.04,0.3,0.32,0.41,0.47,0.42,0.58,1.0,1.06,1.28,1.59
a_0,0.01,0.01,0.01,0.01,0.02,0.04,0.26,0.32,0.34,0.4,0.3,0.62,0.91,1.0,1.05,1.34
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.2,0.24,0.3,0.32,0.38,0.35,0.77,0.99,1.0,0.97
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.16,0.2,0.26,0.26,0.26,0.5,0.61,0.72,0.98,1.0
