,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.83,1.04,1.29,1.92,3.84,19.43,40.79,31.21,31.32,49.87,59.39,62.89,96.36,104.55,
f_1,1.2,1.0,1.05,1.47,1.54,5.66,16.62,31.23,24.36,31.64,27.79,,63.94,88.69,102.01,117.31
d_1,0.97,0.96,1.0,1.28,2.02,3.65,16.15,,35.41,23.64,34.97,53.28,78.85,101.23,85.79,111.06
c_1,0.77,0.68,0.78,1.0,1.55,4.46,12.22,17.65,,20.29,25.03,48.67,49.91,83.22,70.98,110.68
b_1,0.52,0.65,0.5,0.64,1.0,2.18,9.23,11.67,14.8,17.05,,26.3,39.58,,39.65,60.46
a_1,0.26,0.18,0.27,0.22,0.46,1.0,4.38,6.51,6.72,,,,20.02,,19.73,
h_1,0.05,0.06,0.06,0.08,0.11,0.23,1.0,1.39,1.73,2.41,1.53,2.77,,,6.56,4.95
d_0,0.02,0.03,,0.06,0.09,0.15,0.72,1.0,0.99,1.12,1.6,1.77,3.06,2.86,3.54,4.45
c_0,0.03,0.04,0.03,,0.07,0.15,0.58,1.01,1.0,1.09,1.72,1.6,2.33,3.16,4.21,
g_1,0.03,0.03,0.04,0.05,0.06,,0.42,0.89,0.92,1.0,1.09,1.64,2.49,3.23,,3.36
b_0,0.02,0.04,0.03,0.04,,,0.65,0.63,0.58,0.91,1.0,1.71,2.25,3.37,2.32,2.88
f_0,0.02,,0.02,0.02,0.04,,0.36,0.57,0.63,0.61,0.58,1.0,1.62,1.6,1.28,
h_0,0.02,0.02,0.01,0.02,0.03,0.05,,0.33,0.43,0.4,0.44,0.62,,1.48,1.93,
a_0,0.01,0.01,0.01,0.01,,,,0.35,0.32,0.31,0.3,0.62,0.68,1.0,,
g_0,0.01,0.01,0.01,0.01,0.03,0.05,0.15,0.28,0.24,,0.43,0.78,0.52,,,1.3
e_0,,0.01,0.01,0.01,0.02,,0.2,0.22,,0.3,0.35,,,,0.77,1.0
