,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,115.56,83.27,52.46,80.38,85.28,223.48,5710.06,13129.09,14987.71,17938.15,24346.49,20627.95,51931.46,63008.85,88609.06,131902.24
e_1,52.3,118.65,52.97,109.7,80.44,231.75,7068.89,15278.87,13124.08,26201.39,25814.67,42680.63,66548.81,70448.94,80157.24,132725.17
d_1,53.77,52.87,125.38,62.06,84.65,241.33,6307.3,25401.79,12797.01,13196.74,30948.94,40365.59,70004.73,82043.64,113775.32,114971.2
c_1,42.59,38.89,50.97,169.31,142.73,154.04,5186.87,6620.35,11917.17,10513.32,18252.66,28567.42,55487.58,66335.48,78214.33,116366.03
b_1,46.99,42.47,57.13,47.09,177.45,365.6,6163.38,13070.82,12233.37,14843.33,13083.62,29866.05,56909.97,51044.09,75220.96,114422.98
a_1,34.55,32.96,36.43,62.32,39.13,408.68,4601.27,8854.39,7809.5,12970.46,15920.14,27009.97,44023.86,41222.83,53427.39,79526.76
h_1,19.74,14.15,16.35,23.72,20.03,66.59,2954.62,3912.11,4931.78,4017.1,7056.3,9029.97,12419.43,24771.77,25041.97,41740.6
c_0,13.04,11.85,11.44,17.93,16.29,51.97,1475.59,4895.87,3686.41,4063.05,9524.33,8961.82,16043.42,20272.57,21165.05,26824.6
g_1,9.26,11.3,18.04,17.97,18.66,47.8,1177.69,3587.88,5656.15,2884.72,5091.75,10764.32,12128.39,14610.16,17356.39,16012.7
d_0,10.87,10.99,9.08,31.21,16.64,41.62,1622.72,2713.41,3047.29,5151.09,5636.84,6738.45,14052.69,16181.95,20275.12,22065.29
b_0,11.36,9.57,10.51,18.0,11.22,33.94,1301.91,2607.88,2854.66,3036.15,7417.73,7128.56,13376.98,26790.78,19863.16,18602.47
f_0,7.04,7.04,9.75,15.7,14.79,33.2,1205.44,2786.38,2218.54,2944.62,4589.55,9623.04,12152.45,16984.46,32804.15,18806.5
h_0,10.31,7.65,8.95,12.57,11.6,25.25,774.41,2128.34,2694.51,2481.37,3248.81,5067.81,7089.05,9692.3,15917.41,22389.55
a_0,7.82,7.02,7.63,12.93,12.31,15.7,838.24,1867.35,2226.64,2414.48,3039.87,5087.89,9744.63,16330.36,14585.89,16510.34
e_0,6.5,3.95,6.64,12.23,11.04,29.73,863.28,2037.45,2294.6,2101.6,3310.65,3856.95,8001.84,9249.28,20933.23,17742.7
g_0,5.11,5.9,9.5,10.33,8.94,25.97,722.25,1752.83,1645.58,2186.76,3589.36,6517.69,6629.87,8333.28,12284.27,10553.18
