,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,100.04,64.76,101.35,87.08,147.58,365.11,13529.14,34780.41,19647.75,23703.25,34899.32,47681.61,116360.35,136377.35,151071.27,259306.5
f_1,85.16,118.77,73.67,89.7,112.12,382.96,10805.91,20412.06,15992.08,19538.35,31368.19,28075.05,79690.52,102254.14,96541.41,221905.24
c_1,49.59,69.65,124.48,89.26,205.07,441.33,12580.31,14698.17,17189.29,13845.0,23697.33,36153.16,88869.08,102584.59,133451.1,223627.8
d_1,52.68,67.82,57.81,147.59,117.44,349.62,11202.51,13636.17,17701.15,31739.01,34875.04,36760.58,91182.64,129196.82,132067.97,207804.45
b_1,38.55,59.82,52.99,72.66,201.3,589.9,9977.24,15082.63,15479.02,19464.13,23863.4,31628.62,80439.28,72390.53,115244.9,203494.46
a_1,38.59,45.14,35.77,55.51,62.82,509.16,8191.22,11551.94,11176.07,12379.45,20392.01,21214.14,57682.28,46912.15,80025.35,141986.34
h_1,13.01,22.5,17.19,20.04,30.39,86.31,4231.36,4538.19,5709.72,4274.06,7014.11,9086.18,18995.45,27734.9,30759.62,61223.9
d_0,9.1,13.87,26.55,15.24,29.29,75.46,2667.39,5160.44,4044.65,3354.62,6564.84,8226.11,18577.64,22246.74,31642.04,52206.53
g_1,10.76,13.67,15.89,25.0,25.56,75.6,2085.32,3322.03,5901.2,4607.72,6408.3,10197.57,19616.34,20215.61,33996.21,40601.33
c_0,11.42,15.58,14.47,17.73,20.02,83.51,2852.33,4532.08,3905.14,5825.72,10747.1,9072.46,21509.89,27935.46,33175.11,50199.96
b_0,10.32,13.85,16.08,15.62,16.38,58.99,2201.64,3760.25,3756.29,3409.03,7811.35,7446.16,18127.62,34320.73,28303.5,40241.48
f_0,7.59,11.65,14.12,17.23,22.26,61.85,2198.98,3191.27,3283.23,3450.93,5430.86,9055.98,17986.48,22966.06,38713.39,38721.24
h_0,7.16,11.86,9.65,13.71,14.62,50.68,1230.66,2630.48,2777.8,2783.21,4084.15,4781.66,10873.48,14397.11,17604.84,40247.01
a_0,6.54,10.16,9.86,10.28,14.72,38.34,1311.85,2458.14,2193.67,2682.42,3608.7,4449.37,13097.87,20200.12,17323.97,28350.59
e_0,4.94,9.66,8.9,10.52,14.54,45.74,1568.49,2032.79,1993.41,2188.88,3492.74,3751.57,11637.97,12448.76,23191.25,26636.37
g_0,5.06,6.63,6.77,12.88,12.14,40.16,1172.67,1740.45,1749.77,2274.25,3257.37,5345.45,8960.32,10499.58,16671.4,20152.04
