,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.22,1.09,0.79,0.88,0.84,0.59,0.69,0.74,0.69,0.56,,0.52,0.45,0.56,0.66
e_1,0.82,1.0,0.9,0.82,0.97,0.78,0.77,0.59,0.79,0.66,0.61,0.87,0.56,0.58,,0.54
d_1,0.92,1.11,1.0,1.05,1.08,0.69,0.7,0.53,,0.87,0.67,0.51,0.71,0.68,0.65,0.51
c_1,1.26,1.22,0.95,1.0,1.13,0.72,0.83,0.69,0.46,,0.67,0.63,0.68,0.58,0.59,0.58
b_1,1.14,1.03,0.93,0.89,1.0,1.38,0.73,0.98,0.64,0.7,,0.67,0.7,0.5,0.63,0.52
a_1,1.19,1.28,1.44,1.39,0.73,1.0,0.89,,0.8,0.91,0.64,,0.69,,,0.74
h_1,1.69,1.3,1.42,1.21,1.37,1.12,1.0,1.08,0.77,0.85,0.85,0.72,,0.94,0.63,1.11
g_1,1.45,1.68,1.87,1.44,1.02,,0.92,1.0,0.9,0.99,0.9,1.14,0.81,0.66,0.87,
d_0,1.34,1.27,,2.19,1.57,1.24,1.3,1.12,1.0,0.81,0.98,0.93,0.84,0.95,0.8,0.87
c_0,1.45,1.53,1.15,,1.43,1.1,1.17,1.01,1.24,1.0,1.26,1.03,1.07,0.82,0.74,0.82
b_0,1.78,1.63,1.48,1.5,,1.57,1.18,1.11,1.02,0.79,1.0,0.95,0.88,1.24,0.87,0.86
f_0,,1.15,1.94,1.59,1.49,,1.38,0.88,1.08,0.97,1.06,1.0,1.09,1.08,1.23,0.53
h_0,1.91,1.79,1.42,1.48,1.43,1.44,,1.23,1.19,0.94,1.14,0.92,,0.95,1.05,0.95
a_0,2.22,1.72,1.47,1.71,2.0,,1.06,1.5,1.05,1.22,0.8,0.93,1.05,1.0,,
e_0,1.79,,1.54,1.69,1.6,,1.58,1.15,1.25,1.35,1.15,0.81,0.95,,1.0,1.17
g_0,1.5,1.84,1.98,1.72,1.92,1.34,0.9,,1.15,1.22,1.16,1.89,1.05,,0.86,
