,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,6.0,2.93,2.54,3.51,3.05,2.88,9.74,10.53,12.03,21.93,12.58,14.39,20.72,14.03,10.64,21.67
f_1,4.39,6.14,2.54,2.83,2.61,2.64,9.27,9.35,11.24,13.26,12.78,9.28,17.31,11.98,10.13,17.08
d_1,2.51,3.02,6.82,2.16,2.34,3.34,11.88,11.16,22.69,8.95,15.71,13.39,21.67,17.76,15.98,26.26
c_1,2.44,2.77,2.57,7.2,5.2,2.86,9.45,9.97,7.94,14.06,9.66,12.09,17.92,11.46,15.42,17.0
b_1,2.84,2.89,2.47,2.78,7.7,5.35,9.34,9.96,11.32,13.3,9.21,12.61,18.96,10.92,14.91,17.45
a_1,2.98,2.66,2.98,3.01,2.6,10.73,12.34,10.25,14.38,14.22,14.39,14.12,22.76,11.77,16.9,19.99
h_1,3.11,3.74,3.45,2.95,2.66,2.85,19.81,13.28,13.93,12.92,13.53,15.99,15.97,14.23,14.84,26.82
g_1,2.62,2.61,4.09,2.78,2.71,3.34,10.86,21.35,15.2,12.67,14.53,22.61,19.84,14.95,18.75,18.0
c_0,2.94,3.33,3.36,2.53,2.43,2.61,12.62,11.29,21.01,13.54,24.72,15.68,22.52,21.38,17.74,26.04
d_0,2.84,3.16,2.22,5.29,3.55,2.74,10.93,9.97,9.12,19.73,11.49,13.83,19.59,12.24,14.39,19.06
b_0,3.17,3.22,3.66,2.98,2.5,2.16,12.83,12.05,14.34,12.49,23.18,14.94,24.69,29.95,14.44,25.46
f_0,2.46,2.98,3.25,3.31,2.95,3.14,12.56,11.71,14.34,15.2,16.36,23.89,22.59,16.2,30.76,23.91
h_0,3.19,3.98,3.19,2.78,2.65,2.46,9.19,14.4,12.91,14.57,14.32,14.29,18.23,18.93,15.81,26.52
a_0,2.85,3.29,3.23,3.11,2.72,2.43,12.57,12.82,15.85,15.26,14.88,15.71,23.17,27.78,18.32,24.23
e_0,2.48,3.42,3.52,3.28,3.13,3.09,13.97,11.95,13.9,12.61,15.19,12.8,21.22,12.85,29.89,23.12
g_0,2.58,2.72,4.61,3.02,2.86,3.26,11.21,11.37,14.79,11.88,16.39,20.13,19.44,17.33,16.69,19.93
