,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.89,0.24,0.19,0.25,0.17,0.13,0.2,0.15,0.34,0.14,0.18,0.16,0.18,0.14,0.08,0.15
f_1,0.41,0.9,0.18,0.2,0.13,0.11,0.17,0.13,0.2,0.18,0.08,0.17,0.18,0.1,0.09,0.15
d_1,0.2,0.25,0.9,0.17,0.15,0.11,0.2,0.18,0.08,0.38,0.16,0.24,0.22,0.15,0.12,0.17
c_1,0.22,0.23,0.18,0.89,0.35,0.1,0.18,0.16,0.18,0.07,0.16,0.1,0.18,0.12,0.12,0.13
b_1,0.2,0.22,0.21,0.19,0.89,0.26,0.16,0.18,0.21,0.15,0.18,0.06,0.19,0.1,0.11,0.13
a_1,0.22,0.2,0.25,0.26,0.17,0.87,0.2,0.14,0.23,0.2,0.18,0.15,0.19,0.05,0.11,0.16
h_1,0.25,0.38,0.27,0.24,0.18,0.12,0.58,0.31,0.24,0.21,0.21,0.19,0.15,0.15,0.15,0.24
g_1,0.25,0.24,0.44,0.21,0.19,0.13,0.22,0.57,0.21,0.23,0.3,0.17,0.2,0.15,0.17,0.16
d_0,0.3,0.31,0.14,0.49,0.24,0.13,0.22,0.14,0.42,0.15,0.17,0.19,0.26,0.15,0.14,0.17
c_0,0.32,0.31,0.34,0.17,0.11,0.16,0.24,0.18,0.26,0.47,0.24,0.41,0.26,0.14,0.14,0.21
f_0,0.22,0.18,0.34,0.26,0.23,0.16,0.23,0.23,0.27,0.21,0.47,0.25,0.25,0.15,0.34,0.21
b_0,0.31,0.34,0.27,0.26,0.12,0.12,0.21,0.22,0.27,0.23,0.22,0.45,0.27,0.32,0.12,0.2
h_0,0.27,0.42,0.34,0.24,0.21,0.12,0.11,0.27,0.18,0.24,0.17,0.18,0.17,0.13,0.13,0.24
a_0,0.29,0.29,0.3,0.27,0.23,0.1,0.28,0.18,0.23,0.24,0.21,0.22,0.28,0.38,0.14,0.16
e_0,0.17,0.34,0.32,0.26,0.22,0.11,0.28,0.22,0.27,0.29,0.21,0.27,0.27,0.14,0.4,0.2
g_0,0.25,0.23,0.5,0.23,0.17,0.13,0.23,0.15,0.2,0.21,0.33,0.21,0.26,0.18,0.18,0.12
