,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.51,1.0,0.9,1.19,0.96,0.74,1.22,1.73,1.16,1.0,1.24,1.22,1.33,1.02,1.22,0.89
f_1,1.44,1.52,0.95,1.0,0.87,0.72,1.11,1.23,1.05,0.99,1.09,0.85,1.08,1.03,1.08,0.71
d_1,1.11,1.11,1.58,0.83,0.8,0.87,1.24,1.02,1.84,1.09,1.33,1.19,1.31,1.07,1.13,1.06
c_1,0.95,1.12,1.08,1.6,1.5,0.81,1.15,1.06,0.94,0.94,0.87,1.05,1.22,0.98,1.15,1.05
b_1,1.04,1.14,1.1,0.82,1.64,1.52,1.21,1.22,1.28,1.05,1.04,1.1,1.27,0.74,1.24,0.94
a_1,1.22,1.3,1.1,1.17,0.84,1.77,1.38,1.28,1.16,1.2,1.25,1.14,1.39,0.87,1.37,1.06
h_1,1.27,1.54,1.25,1.24,1.19,0.99,1.85,1.5,1.25,1.43,1.31,1.29,1.48,1.05,1.79,1.23
d_0,1.15,1.33,1.14,1.9,1.32,1.01,1.51,1.81,1.17,1.19,1.41,1.51,1.57,1.15,1.41,1.36
c_0,1.41,1.52,1.14,1.23,0.98,1.11,1.76,1.73,1.85,1.4,2.27,1.61,1.79,1.66,1.54,1.33
g_1,1.35,1.19,1.67,1.34,1.12,0.99,1.47,1.55,1.63,2.02,1.56,2.05,1.52,1.38,1.26,1.5
b_0,1.35,1.5,1.3,1.39,1.11,0.89,1.69,1.43,1.39,1.46,1.88,1.51,1.76,2.14,1.47,1.34
f_0,1.12,1.4,1.4,1.41,1.42,1.28,1.66,1.6,1.6,1.28,1.55,1.9,1.89,1.31,1.31,2.25
h_0,1.41,1.76,1.44,1.39,1.2,1.04,1.38,1.59,1.52,1.56,1.68,1.35,1.42,1.41,1.83,1.22
a_0,1.51,1.48,1.45,1.35,1.47,0.98,1.91,1.84,1.53,1.46,1.34,1.51,1.75,1.94,1.44,1.34
g_0,1.13,1.41,1.81,1.35,1.44,1.12,1.46,1.46,1.77,1.31,1.68,2.16,1.7,1.59,1.56,1.84
e_0,1.29,1.77,1.31,1.41,1.53,1.2,1.74,1.64,1.56,1.36,1.5,1.41,2.0,1.3,1.39,2.0
