,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.9,0.35,0.27,0.34,0.28,0.18,0.24,0.25,0.26,0.48,0.25,0.27,0.32,0.2,0.11,0.26
f_1,0.57,0.9,0.28,0.29,0.24,0.16,0.25,0.22,0.25,0.27,0.24,0.14,0.27,0.16,0.13,0.18
d_1,0.31,0.36,0.91,0.21,0.22,0.21,0.31,0.26,0.53,0.17,0.31,0.27,0.31,0.25,0.19,0.29
c_1,0.28,0.32,0.28,0.91,0.52,0.17,0.24,0.23,0.13,0.29,0.18,0.23,0.27,0.15,0.19,0.19
b_1,0.33,0.35,0.26,0.28,0.9,0.35,0.25,0.23,0.26,0.29,0.17,0.23,0.28,0.15,0.19,0.19
a_1,0.36,0.31,0.32,0.29,0.23,0.88,0.35,0.25,0.32,0.31,0.29,0.26,0.34,0.15,0.21,0.22
h_1,0.38,0.47,0.39,0.29,0.22,0.19,0.62,0.33,0.32,0.27,0.26,0.31,0.23,0.21,0.17,0.34
g_1,0.33,0.3,0.49,0.3,0.25,0.22,0.28,0.6,0.34,0.26,0.3,0.47,0.31,0.19,0.22,0.17
c_0,0.36,0.42,0.39,0.24,0.23,0.19,0.34,0.28,0.53,0.29,0.51,0.29,0.34,0.3,0.22,0.31
d_0,0.36,0.41,0.21,0.59,0.32,0.19,0.31,0.25,0.2,0.47,0.24,0.26,0.32,0.17,0.18,0.23
b_0,0.37,0.37,0.42,0.33,0.21,0.14,0.35,0.29,0.33,0.29,0.52,0.29,0.39,0.46,0.18,0.3
f_0,0.29,0.34,0.37,0.35,0.28,0.2,0.34,0.31,0.35,0.34,0.32,0.5,0.37,0.24,0.4,0.27
h_0,0.38,0.52,0.36,0.29,0.24,0.15,0.25,0.38,0.29,0.32,0.3,0.25,0.29,0.28,0.2,0.32
a_0,0.38,0.4,0.38,0.33,0.23,0.16,0.35,0.32,0.39,0.35,0.3,0.29,0.35,0.45,0.22,0.31
e_0,0.24,0.46,0.38,0.37,0.29,0.21,0.37,0.29,0.3,0.31,0.29,0.23,0.35,0.17,0.43,0.26
g_0,0.29,0.33,0.56,0.32,0.25,0.21,0.29,0.27,0.34,0.26,0.33,0.4,0.32,0.24,0.21,0.22
