,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.83,0.92,1.12,0.99,0.9,0.71,0.92,0.66,0.69,0.61,0.67,0.63,0.57,0.6,0.51
f_1,1.2,1.0,0.95,0.96,0.94,0.76,0.61,0.71,0.63,0.71,0.63,0.56,0.52,0.53,0.61,0.5
d_1,1.1,1.05,1.0,0.98,0.88,0.84,0.66,0.6,0.83,0.55,0.71,0.61,0.57,0.59,0.46,0.51
c_1,0.88,1.03,1.07,1.0,1.25,0.85,0.7,0.53,0.62,0.64,0.59,0.6,0.63,0.55,0.61,0.62
b_1,1.01,1.05,1.13,0.82,1.0,1.26,0.79,0.63,0.72,0.74,0.68,0.65,0.61,0.6,0.58,0.62
a_1,1.09,1.33,1.13,1.15,0.83,1.0,1.04,0.83,0.78,0.88,0.9,0.73,0.74,0.77,0.74,0.69
h_1,1.4,1.62,1.46,1.42,1.26,0.97,1.0,0.96,0.9,1.06,0.86,0.79,0.79,0.79,0.9,0.73
d_0,1.17,1.4,1.6,1.86,1.57,1.16,1.07,1.0,0.83,1.03,0.92,0.9,0.92,0.81,0.91,0.95
c_0,1.52,1.54,1.27,1.53,1.36,1.21,1.12,1.19,1.0,1.06,1.25,0.97,0.85,1.08,0.82,0.86
g_1,1.46,1.47,1.74,1.47,1.37,1.18,0.94,0.95,0.95,1.0,0.9,1.11,0.69,0.8,0.84,0.85
b_0,1.65,1.56,1.37,1.74,1.48,1.15,1.1,1.03,0.78,1.06,1.0,0.97,1.01,1.26,0.86,0.9
f_0,1.56,1.85,1.62,1.66,1.59,1.29,1.32,1.07,1.06,0.91,1.03,1.0,0.91,1.06,0.83,1.26
h_0,1.68,1.98,1.75,1.54,1.67,1.25,1.28,1.14,1.14,1.45,1.01,1.07,1.0,0.92,1.07,0.92
a_0,1.83,1.89,1.67,1.77,1.69,1.3,1.23,1.13,0.94,1.2,0.83,0.95,1.02,1.0,0.99,0.9
g_0,1.74,1.69,2.11,1.63,1.69,1.3,1.07,1.12,1.19,1.19,1.15,1.27,0.97,1.0,1.0,0.95
e_0,1.85,2.01,1.95,1.62,1.67,1.42,1.4,0.96,1.16,1.17,1.18,0.81,1.08,1.04,1.08,1.0
