,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.53,0.95,0.91,1.2,1.01,0.78,1.19,1.13,1.72,1.13,1.2,1.13,1.25,1.01,0.95,1.22
f_1,1.47,1.53,0.96,0.95,0.87,0.75,1.1,1.07,1.2,1.0,0.96,1.11,1.16,0.95,0.74,1.06
d_1,1.06,1.18,1.59,0.84,0.97,0.88,1.24,1.02,1.01,1.79,1.12,1.32,1.31,1.09,1.11,1.06
c_1,0.94,1.09,1.08,1.6,1.4,0.87,1.27,1.05,1.02,0.97,1.04,0.85,1.28,0.97,0.94,1.15
b_1,1.03,1.1,0.94,0.95,1.63,1.34,1.18,1.14,1.15,1.23,1.2,1.13,1.38,0.9,1.05,1.15
a_1,1.12,1.22,1.08,1.08,0.91,1.76,1.34,1.21,1.48,1.26,1.32,1.45,1.65,1.24,1.03,1.31
h_1,1.27,1.5,1.32,1.07,1.14,0.98,1.86,1.64,1.29,1.39,1.4,1.37,1.37,1.26,1.33,1.61
g_1,1.2,1.27,1.67,1.36,1.12,0.98,1.28,1.94,1.27,1.53,1.88,1.41,1.5,1.35,1.5,1.4
d_0,1.17,1.3,1.17,1.96,1.3,0.94,1.44,1.46,1.84,1.14,1.41,1.41,1.53,1.26,1.35,1.65
c_0,1.41,1.52,1.14,1.2,1.01,1.22,1.65,1.48,1.66,1.83,1.54,2.48,1.68,1.71,1.63,1.72
f_0,1.2,1.31,1.4,1.38,1.19,1.04,1.56,1.48,1.55,1.49,1.89,1.65,1.7,1.32,2.33,1.4
b_0,1.42,1.48,1.3,1.47,1.06,0.91,1.54,1.49,1.52,1.24,1.67,1.87,1.7,2.25,1.45,1.79
h_0,1.4,1.73,1.36,1.35,1.25,1.0,1.5,1.73,1.39,1.48,1.54,1.45,1.54,1.2,1.42,1.87
a_0,1.47,1.62,1.4,1.31,1.44,0.84,1.76,1.45,1.55,1.46,1.78,1.36,2.04,1.93,1.48,1.9
e_0,1.31,1.57,1.45,1.48,1.35,1.2,1.61,1.57,1.41,1.55,1.37,1.55,1.77,1.4,1.96,1.7
g_0,1.35,1.38,1.8,1.37,1.28,1.18,1.71,1.5,1.44,1.62,2.06,1.47,1.72,1.26,1.65,1.49
