,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.28,0.66,0.44,0.69,0.52,0.37,1.01,2.11,0.88,1.05,1.2,1.07,1.56,1.33,0.55,1.22
f_1,1.09,2.31,0.56,0.49,0.43,0.4,0.97,1.1,0.78,1.27,1.04,0.59,1.25,0.81,0.75,1.16
d_1,0.55,0.81,2.44,0.39,0.38,0.43,1.12,0.66,0.83,2.17,1.43,1.0,1.45,0.96,1.12,1.34
c_1,0.53,0.51,0.44,2.48,1.11,0.4,0.9,1.18,0.79,0.39,0.93,1.03,1.41,0.85,0.94,1.19
b_1,0.46,0.49,0.59,0.58,2.56,0.94,1.0,1.06,0.96,1.03,0.47,1.3,1.39,0.81,0.97,1.34
a_1,0.61,0.61,0.65,0.6,0.4,3.0,1.13,1.17,1.08,0.98,1.14,1.25,1.76,0.44,1.1,1.45
h_1,0.72,1.04,0.77,0.58,0.6,0.44,3.08,1.36,1.4,1.27,1.35,1.2,0.98,1.11,1.02,2.26
d_0,0.66,0.66,0.44,1.4,0.76,0.5,1.1,2.67,1.04,0.89,1.33,1.32,2.0,1.22,1.18,1.74
g_1,0.58,0.62,1.16,0.5,0.64,0.56,1.16,1.05,3.55,1.49,1.13,2.01,1.63,1.15,1.35,0.96
c_0,0.66,0.9,0.86,0.44,0.43,0.53,1.46,1.68,1.13,2.8,2.66,1.37,1.72,1.59,1.39,2.11
b_0,0.76,0.81,0.77,0.63,0.3,0.48,1.38,1.56,1.22,1.44,3.02,1.26,2.09,2.4,1.43,2.02
f_0,0.62,0.41,0.69,0.65,0.81,0.69,1.41,1.74,1.25,1.37,1.45,3.09,1.96,1.24,2.85,1.62
h_0,0.79,1.0,0.7,0.71,0.69,0.55,0.68,1.44,1.36,1.25,1.14,1.18,1.03,0.96,1.23,2.02
a_0,0.77,0.8,0.73,0.71,0.64,0.29,1.5,1.82,1.04,1.3,1.67,1.43,2.37,3.09,1.38,1.74
e_0,0.35,0.89,0.78,0.75,0.82,0.46,1.37,1.45,1.21,1.5,1.3,1.5,2.22,1.17,2.97,2.14
g_0,0.66,0.67,1.12,0.66,0.63,0.52,1.13,1.16,0.79,1.41,1.5,1.84,1.77,1.38,1.18,0.98
