,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.94,0.26,0.25,0.33,0.26,0.16,0.19,0.2,0.17,0.27,0.19,0.16,0.15,0.14,0.06,0.13
f_1,0.47,0.94,0.27,0.3,0.21,0.14,0.19,0.12,0.14,0.17,0.19,0.07,0.13,0.13,0.12,0.15
d_1,0.28,0.32,0.94,0.21,0.27,0.22,0.19,0.17,0.3,0.11,0.18,0.14,0.19,0.14,0.13,0.11
c_1,0.28,0.3,0.33,0.94,0.43,0.18,0.18,0.15,0.08,0.17,0.13,0.17,0.15,0.15,0.13,0.16
b_1,0.28,0.34,0.33,0.22,0.93,0.35,0.25,0.17,0.2,0.18,0.08,0.19,0.2,0.08,0.13,0.15
a_1,0.4,0.4,0.27,0.28,0.23,0.93,0.26,0.2,0.24,0.22,0.2,0.14,0.21,,0.16,0.2
h_1,0.57,0.71,0.52,0.5,0.38,0.37,0.72,0.43,0.37,0.31,0.33,0.25,0.11,0.24,0.19,0.29
g_1,0.48,0.58,0.81,0.59,0.43,0.38,0.32,0.72,0.36,0.34,0.31,0.38,0.3,0.2,0.22,0.14
c_0,0.69,0.69,0.55,0.37,0.42,0.45,0.37,0.33,0.62,0.39,0.64,0.34,0.31,0.3,0.28,0.28
d_0,0.57,0.67,0.29,0.81,0.5,0.36,0.44,0.31,0.36,0.63,0.45,0.38,0.34,0.25,0.24,0.28
b_0,0.63,0.66,0.65,0.59,0.32,0.37,0.44,0.4,0.36,0.35,0.62,0.35,0.31,0.47,0.24,0.29
f_0,0.54,0.47,0.72,0.63,0.54,0.54,0.49,0.41,0.4,0.37,0.45,0.58,0.37,0.25,0.4,0.23
h_0,0.67,0.92,0.73,0.62,0.45,0.4,0.33,0.45,0.41,0.35,0.41,0.3,0.21,0.2,0.29,0.39
a_0,0.64,0.7,0.7,0.54,0.82,,0.42,0.43,0.38,0.45,0.36,0.46,0.43,0.6,0.25,0.29
e_0,0.46,0.82,0.65,0.75,0.6,0.45,0.54,0.38,0.42,0.55,0.47,0.34,0.36,0.29,0.59,0.37
g_0,0.67,0.56,0.98,0.69,0.55,0.39,0.4,0.32,0.48,0.42,0.5,0.62,0.29,0.32,0.22,0.18
