,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.26,1.01,1.12,0.95,0.91,0.85,0.97,0.82,0.87,0.88,0.68,0.88,1.06,0.87,1.07
e_1,0.79,1.0,0.98,0.97,0.93,0.97,1.29,1.14,1.32,1.02,1.13,1.07,1.03,1.03,1.25,1.02
d_1,0.99,1.02,1.0,0.87,1.03,0.94,1.1,0.82,1.14,1.31,0.97,1.09,1.04,0.92,1.02,0.78
c_1,0.89,1.03,1.14,1.0,1.48,1.02,0.88,0.87,0.66,0.79,0.96,1.01,0.91,0.99,0.85,1.16
b_1,1.05,1.08,0.97,0.68,1.0,1.4,1.0,1.01,1.12,1.12,0.96,1.13,1.14,0.85,1.1,0.92
a_1,1.09,1.03,1.06,0.98,0.71,1.0,1.14,1.42,0.92,1.17,1.24,0.7,1.06,1.13,1.01,0.88
h_1,1.2,0.78,0.93,1.18,0.99,0.87,1.0,1.18,1.05,0.94,1.03,1.01,0.99,0.89,1.1,1.3
g_1,1.04,0.83,1.23,1.16,0.96,0.67,0.84,1.0,1.06,1.06,0.99,1.19,0.83,0.94,0.92,1.13
d_0,1.21,0.69,0.86,1.63,0.89,1.02,0.95,0.91,1.0,0.7,0.91,0.87,1.08,0.98,1.03,0.98
c_0,1.12,1.0,0.76,1.46,0.89,0.91,1.1,0.95,1.46,1.0,1.45,1.0,1.21,0.89,1.19,1.12
b_0,1.09,0.88,0.96,1.05,1.03,0.86,1.01,0.98,1.14,0.7,1.0,1.2,1.09,1.34,0.92,1.08
f_0,1.58,0.87,0.99,1.14,0.86,1.43,0.96,0.86,1.19,0.94,0.84,1.0,0.99,1.11,1.4,0.93
h_0,1.18,0.91,0.92,1.09,0.88,0.92,1.04,1.17,0.94,0.83,0.92,0.99,1.0,1.12,0.78,1.29
a_0,0.94,0.97,1.02,1.07,1.14,0.79,1.17,1.07,1.12,1.13,0.77,0.98,0.9,1.0,0.96,0.89
e_0,1.15,0.84,0.91,1.22,0.89,1.01,0.94,1.05,0.89,0.83,1.09,0.76,1.35,1.04,1.0,1.24
g_0,0.96,0.97,1.22,0.89,0.99,1.11,0.8,0.89,1.0,0.9,0.91,1.02,0.79,1.07,0.85,1.0
