,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.23,0.4,0.23,0.2,0.17,0.18,0.45,0.3,0.36,0.44,0.4,0.07,0.63,0.38,0.24,0.5
e_1,0.26,2.29,0.21,0.21,0.15,0.17,0.48,0.38,0.9,0.54,0.5,0.45,0.51,0.36,0.13,0.46
d_1,0.23,0.22,2.32,0.17,0.19,0.15,0.48,0.32,0.15,0.93,0.46,0.52,0.61,0.33,0.46,0.58
c_1,0.18,0.24,0.24,2.46,0.44,0.16,0.32,0.31,0.44,0.09,0.43,0.42,0.5,0.35,0.35,0.61
b_1,0.22,0.2,0.21,0.21,2.61,0.32,0.37,0.31,0.55,0.54,0.15,0.54,0.62,0.29,0.42,0.41
a_1,0.29,0.24,0.22,0.19,0.19,3.0,0.44,0.51,0.36,0.46,0.4,0.27,0.53,0.13,0.39,0.43
h_1,0.63,0.27,0.39,0.41,0.32,0.25,2.73,0.87,0.89,0.86,0.85,0.83,0.41,0.55,0.76,1.21
g_1,0.35,0.31,0.56,0.44,0.28,0.2,0.7,3.17,0.8,0.8,0.96,1.32,0.75,0.7,0.64,0.38
d_0,0.48,0.4,0.14,0.9,0.31,0.25,0.69,0.54,2.21,0.5,0.66,0.68,1.06,0.6,0.75,0.74
c_0,0.47,0.44,0.46,0.19,0.31,0.23,0.84,0.53,0.99,2.05,1.58,0.79,1.41,0.65,1.01,1.22
b_0,0.48,0.36,0.42,0.39,0.18,0.2,0.81,0.81,0.89,0.84,2.46,0.98,1.3,1.33,0.72,1.09
f_0,0.19,0.35,0.49,0.43,0.37,0.4,0.78,0.83,0.99,0.84,0.67,2.53,0.94,0.94,1.5,1.12
h_0,0.63,0.34,0.39,0.38,0.3,0.26,0.33,0.66,0.76,0.82,0.86,0.73,0.53,0.8,0.67,1.44
a_0,0.38,0.38,0.42,0.44,0.37,0.11,0.83,0.85,0.98,1.14,0.89,0.98,1.02,2.84,0.83,0.99
e_0,0.38,0.15,0.48,0.52,0.31,0.35,0.73,0.68,0.78,0.97,1.0,0.99,1.56,0.79,2.6,1.13
g_0,0.35,0.34,0.73,0.33,0.31,0.31,0.59,0.24,0.68,0.91,0.76,1.0,0.94,0.81,0.61,0.39
