,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.92,0.42,0.52,0.33,0.3,0.23,0.34,0.63,0.34,0.27,0.34,0.33,0.35,0.23,0.17,0.28
f_1,0.67,0.92,0.39,0.36,0.28,0.23,0.31,0.4,0.31,0.22,0.33,0.2,0.32,0.21,0.17,0.25
c_1,0.37,0.41,0.92,0.35,0.55,0.27,0.35,0.38,0.24,0.26,0.22,0.28,0.36,0.22,0.22,0.28
d_1,0.42,0.43,0.3,0.92,0.28,0.26,0.35,0.28,0.59,0.29,0.46,0.31,0.35,0.3,0.24,0.33
b_1,0.36,0.47,0.39,0.35,0.9,0.48,0.35,0.31,0.32,0.27,0.21,0.28,0.34,0.19,0.25,0.25
a_1,0.43,0.51,0.44,0.37,0.3,0.89,0.36,0.37,0.39,0.27,0.35,0.27,0.36,0.15,0.21,0.28
h_1,0.43,0.58,0.39,0.47,0.3,0.25,0.65,0.36,0.36,0.41,0.37,0.33,0.27,0.25,0.27,0.37
d_0,0.42,0.45,0.68,0.31,0.39,0.25,0.35,0.54,0.3,0.29,0.36,0.32,0.39,0.26,0.27,0.27
c_0,0.48,0.47,0.38,0.5,0.26,0.28,0.36,0.43,0.55,0.27,0.62,0.31,0.37,0.29,0.26,0.33
g_1,0.38,0.34,0.41,0.61,0.34,0.26,0.34,0.39,0.4,0.64,0.37,0.5,0.36,0.26,0.3,0.26
b_0,0.5,0.42,0.49,0.45,0.26,0.22,0.39,0.45,0.39,0.31,0.55,0.37,0.4,0.45,0.24,0.36
f_0,0.39,0.39,0.44,0.41,0.41,0.3,0.44,0.44,0.38,0.32,0.36,0.52,0.4,0.29,0.46,0.33
h_0,0.45,0.56,0.43,0.46,0.34,0.24,0.32,0.4,0.38,0.34,0.34,0.28,0.32,0.27,0.25,0.36
a_0,0.44,0.44,0.45,0.46,0.36,0.19,0.38,0.48,0.4,0.37,0.37,0.41,0.39,0.46,0.25,0.32
e_0,0.36,0.47,0.44,0.48,0.35,0.26,0.38,0.39,0.37,0.36,0.39,0.34,0.38,0.3,0.44,0.27
g_0,0.38,0.37,0.4,0.61,0.36,0.26,0.39,0.31,0.38,0.24,0.33,0.46,0.39,0.26,0.3,0.29
