,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,e_0,a_0,g_0
e_1,7796.61,5479.37,7195.46,12088.6,12941.97,77606.53,9529304.99,30616474.73,20705628.38,23759028.66,48739813.2,67208079.77,234506083.71,264182176.88,380153178.24,886094734.16
f_1,5866.85,11112.12,7109.68,9624.3,13478.59,69550.32,7789234.28,18801293.0,17921469.76,24078758.09,51859016.75,41545733.31,218537504.73,225690230.56,429758408.36,751847036.33
d_1,3797.0,5386.1,19866.92,7867.33,11308.45,65582.47,9809146.52,14022333.65,21922729.44,46288367.89,61947454.42,72928682.84,254746410.81,392949010.74,494125988.87,885458823.53
c_1,3319.84,5065.34,8152.2,23424.44,24073.32,82291.91,8831296.63,15509387.19,19043304.21,16806488.17,34125404.8,60604526.83,217754160.19,271619138.3,336748253.55,809831766.2
b_1,3678.63,4940.93,7813.09,9567.37,35565.5,155825.88,8670482.41,18770534.84,20323388.33,23451559.47,36847169.39,71240076.14,253607205.61,282361984.28,298773017.79,826559778.85
a_1,3613.56,5802.36,8480.63,9847.17,12469.31,304379.74,9143321.39,17593808.63,20426657.98,28500433.42,50631599.24,67647587.62,225560576.39,326138270.62,262790832.54,984086900.96
h_1,4070.05,6802.87,9118.42,10048.84,14016.02,69291.34,16163776.8,19670119.56,27613847.14,28337099.13,50340569.02,61332004.02,195919501.63,331159263.73,376372215.7,1092266666.67
d_0,3516.07,5527.38,6603.77,17282.82,15974.26,79040.41,9184021.48,28406805.24,19079081.89,19560346.33,44941725.39,77725012.21,237216787.88,349352632.68,409121908.64,926052173.91
g_1,3768.69,5210.39,12909.36,8771.48,13236.94,76509.22,8346035.7,17653314.37,44153602.83,31279251.75,53390837.91,103433478.16,254387464.35,380188068.62,473658101.81,877533126.93
c_0,4274.81,6177.73,10018.98,8071.64,11613.09,73003.46,11025724.54,19482438.02,22849344.96,42630553.68,92934692.78,71650080.64,255701018.85,384386509.82,640411740.48,861772598.43
b_0,4842.93,6141.85,10004.21,10630.31,8772.15,61974.86,10360303.41,22771056.06,23292146.01,31550584.6,86298118.33,72732541.23,270220112.62,396931704.78,990631611.98,869841454.55
f_0,3607.26,5360.25,10099.82,9752.37,14852.21,88028.37,11461330.91,21352920.2,24737675.86,30999215.16,57141084.17,114379351.09,266972524.77,688849924.55,364151552.88,1068936699.03
h_0,4057.01,7428.33,9812.21,9891.89,13643.5,71630.37,7468189.51,19060843.34,27011603.39,27384484.86,51591266.39,74327197.47,191354875.56,347887841.76,486368702.58,1234736231.88
e_0,3659.74,6987.81,9088.64,10302.5,13896.88,74015.69,11389033.09,20218899.37,22244275.2,29527340.76,54244531.52,80382588.74,263757957.63,753697701.33,451219367.77,973677714.29
a_0,4113.66,6527.89,10164.06,9774.96,12523.66,39014.3,10621144.15,21775142.99,26861241.41,31825121.15,54802770.92,77458278.64,270169915.16,406413297.96,921635945.1,947508433.73
g_0,3958.66,4964.11,12896.05,10302.5,15951.52,77262.0,9795055.16,14933863.32,17694309.82,30335302.82,48518719.86,105502147.72,222604233.75,363854062.71,401397229.25,753664000.0
