,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.89,0.32,0.18,0.15,0.12,0.1,0.18,0.1,0.14,0.15,0.13,0.04,0.17,0.1,0.07,0.14
e_1,0.23,0.89,0.17,0.2,0.11,0.11,0.18,0.14,0.32,0.18,0.17,0.15,0.15,0.1,0.06,0.12
d_1,0.22,0.19,0.89,0.13,0.14,0.1,0.2,0.12,0.08,0.33,0.18,0.17,0.18,0.1,0.13,0.16
c_1,0.16,0.18,0.19,0.88,0.31,0.1,0.14,0.11,0.16,0.06,0.13,0.13,0.14,0.09,0.09,0.15
b_1,0.19,0.16,0.17,0.17,0.88,0.22,0.15,0.12,0.18,0.18,0.07,0.16,0.18,0.07,0.11,0.13
a_1,0.23,0.2,0.2,0.16,0.12,0.88,0.18,0.18,0.13,0.16,0.14,0.11,0.17,0.06,0.1,0.12
h_1,0.35,0.19,0.22,0.21,0.15,0.11,0.56,0.22,0.21,0.21,0.19,0.17,0.11,0.1,0.15,0.23
g_1,0.21,0.23,0.31,0.22,0.15,0.09,0.21,0.55,0.19,0.2,0.22,0.29,0.16,0.13,0.13,0.13
d_0,0.26,0.23,0.13,0.43,0.16,0.12,0.19,0.15,0.42,0.13,0.15,0.15,0.22,0.1,0.14,0.15
c_0,0.26,0.22,0.27,0.14,0.15,0.12,0.24,0.16,0.22,0.38,0.37,0.18,0.25,0.14,0.17,0.21
b_0,0.29,0.22,0.26,0.21,0.14,0.09,0.22,0.19,0.21,0.21,0.43,0.2,0.22,0.27,0.15,0.18
f_0,0.16,0.17,0.26,0.22,0.19,0.16,0.21,0.18,0.23,0.23,0.16,0.41,0.19,0.15,0.28,0.2
h_0,0.35,0.21,0.26,0.21,0.17,0.12,0.12,0.19,0.18,0.21,0.21,0.16,0.14,0.16,0.11,0.27
a_0,0.21,0.23,0.27,0.22,0.2,0.06,0.23,0.2,0.22,0.26,0.21,0.22,0.23,0.38,0.16,0.17
e_0,0.24,0.11,0.25,0.27,0.19,0.15,0.21,0.17,0.2,0.25,0.23,0.19,0.31,0.14,0.36,0.22
g_0,0.2,0.21,0.4,0.2,0.18,0.12,0.19,0.1,0.17,0.22,0.18,0.25,0.2,0.16,0.13,0.1
