,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.45,2.51,4.5,4.39,4.4,4.33,1.47,1.29,0.9,0.85,0.87,0.96,0.73,0.87,2.97,0.58
f_1,4.31,0.45,3.73,4.7,4.43,4.18,0.83,1.46,0.85,0.83,0.82,3.54,0.38,0.77,1.1,0.56
d_1,5.15,4.84,0.42,4.39,4.51,4.14,1.06,0.8,3.23,0.86,0.92,0.76,0.7,0.93,0.75,0.39
c_1,4.23,3.94,6.51,0.41,4.0,6.27,1.13,1.55,0.52,3.21,1.01,0.8,0.66,0.71,0.73,0.96
b_1,5.0,5.51,5.22,2.47,0.4,4.6,1.44,1.5,1.09,1.21,3.74,1.01,0.73,1.13,1.16,0.6
a_1,6.01,7.65,5.58,5.86,3.23,0.33,2.11,1.31,1.28,1.3,1.68,1.17,0.77,,1.32,0.84
h_1,5.19,6.78,3.91,6.45,4.99,4.73,0.35,1.82,1.02,0.82,0.96,0.92,2.38,0.91,0.65,0.86
g_1,6.77,6.22,4.59,6.18,4.8,4.56,1.35,0.32,1.63,1.02,1.0,0.93,0.65,1.67,0.86,2.29
d_0,2.6,6.58,13.23,5.81,6.85,5.72,2.18,2.31,0.44,1.02,1.23,1.03,0.8,1.19,1.47,1.0
c_0,5.91,5.9,2.91,20.37,6.42,5.16,2.0,1.47,1.55,0.44,1.19,1.39,0.94,1.25,1.04,0.91
b_0,5.12,5.62,5.0,8.65,31.28,5.97,1.87,1.53,1.42,0.61,0.38,0.85,1.15,1.19,1.2,1.11
f_0,5.37,21.0,7.26,6.6,6.89,4.95,2.24,1.05,1.19,0.99,1.22,0.4,0.82,1.72,1.08,0.87
h_0,5.92,7.54,6.2,6.87,7.14,6.75,5.18,1.98,1.56,1.58,1.2,1.36,2.47,1.21,1.34,1.16
a_0,7.08,6.27,7.66,8.99,7.41,,2.57,2.96,1.67,1.43,0.71,1.54,1.25,0.34,1.68,1.13
e_0,16.28,8.95,8.04,6.25,6.9,6.73,1.95,2.32,1.44,1.7,1.36,0.67,1.49,1.6,0.33,1.07
g_0,8.38,7.75,7.82,8.1,8.82,8.8,1.55,4.77,1.64,1.62,1.38,1.45,0.99,1.16,1.8,2.33
