,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.86,1.1,0.91,0.63,0.52,0.47,0.59,0.45,0.34,0.35,0.39,0.36,0.29,,0.35
f_1,1.16,1.0,1.07,1.1,0.91,0.88,0.37,0.45,0.39,0.4,0.43,,0.31,0.3,0.28,0.3
c_1,0.91,0.94,1.0,1.21,1.25,0.79,0.47,0.33,0.51,,0.4,0.43,0.37,0.3,0.3,0.31
d_1,1.1,0.91,0.82,1.0,1.08,0.79,0.54,,0.42,0.59,0.33,0.32,0.42,0.32,0.32,0.23
b_1,1.59,1.1,0.8,0.93,1.0,1.39,0.49,0.43,0.42,0.41,,0.44,0.45,0.38,0.39,0.32
a_1,1.93,1.13,1.26,1.27,0.72,1.0,0.68,0.54,0.57,0.6,0.6,0.5,0.52,,0.32,0.42
h_1,2.11,2.73,2.11,1.87,2.05,1.47,1.0,0.85,1.22,0.84,0.72,0.89,,0.68,,0.8
d_0,1.69,2.24,3.08,,2.32,1.86,1.18,1.0,0.99,1.05,0.93,0.78,0.66,0.7,0.62,0.69
g_1,2.23,2.56,1.96,2.37,2.37,1.75,0.82,1.01,1.0,1.1,1.02,1.06,0.61,,0.7,
c_0,2.93,2.5,,1.69,2.44,1.66,1.19,0.96,0.91,1.0,1.56,1.07,0.92,,0.65,0.73
b_0,2.9,2.34,2.49,3.04,,1.66,1.39,1.08,0.98,0.64,1.0,0.93,1.07,,0.85,0.67
f_0,2.54,,2.35,3.09,2.26,1.99,1.12,1.28,0.95,0.93,1.08,1.0,0.87,,,0.67
h_0,2.8,3.21,2.71,2.39,2.23,1.92,,1.53,1.64,1.09,0.93,1.15,,0.89,0.81,0.88
a_0,3.51,3.37,3.31,3.1,2.61,,1.46,1.43,,,,,1.12,1.0,,0.91
e_0,,3.58,3.36,3.08,2.54,3.09,,1.62,1.42,1.54,1.18,,1.24,,1.0,1.06
g_0,2.83,3.28,3.26,4.29,3.16,2.37,1.24,1.45,,1.37,1.5,1.49,1.14,1.1,0.95,
