,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,97.01,20.06,15.8,25.16,29.61,78.79,1872.36,3887.69,3161.16,3734.23,5580.37,,20105.19,25344.04,20536.27,34604.87
e_1,8.79,111.89,11.58,18.15,26.54,63.94,2123.02,3535.0,5894.95,4695.26,6696.43,8448.33,17750.31,24330.99,,29072.2
d_1,9.51,13.45,119.51,20.07,28.64,65.26,1940.18,2656.26,,6691.7,4837.65,10349.09,18191.04,16750.57,23350.94,25677.66
c_1,7.04,13.28,12.46,166.83,39.89,58.7,1143.2,2827.55,3071.83,,5531.61,8312.05,13503.81,18935.25,19034.95,33578.99
b_1,7.91,8.55,10.33,14.43,221.33,77.17,1184.41,2505.55,3842.84,4001.08,,7897.83,16001.49,12517.5,21758.95,
a_1,7.48,7.91,7.14,9.42,16.43,447.63,1138.7,3038.27,1887.62,2851.14,3661.33,,10078.73,,13557.01,15099.12
h_1,6.37,4.32,5.96,9.51,13.71,25.04,2794.05,1836.66,2308.41,2365.11,2838.95,4351.36,,8666.01,13929.81,20321.49
g_1,3.83,4.33,6.51,7.73,10.39,17.72,582.37,5350.12,1449.52,1765.93,2026.56,4361.64,5482.02,10463.28,10384.85,
d_0,5.3,5.45,,14.6,10.55,30.43,737.68,1433.36,4561.6,1053.44,2462.17,3331.5,8694.08,8939.84,11882.76,10988.57
c_0,5.02,5.44,5.1,,11.24,19.29,696.29,1108.96,2385.1,4374.79,3791.86,4120.73,9860.29,7327.45,13489.51,11467.18
b_0,4.74,3.92,5.59,8.0,,17.14,617.5,1535.12,1745.92,1401.37,6112.78,3128.18,8579.96,12308.09,7238.51,9355.54
f_0,,4.23,3.37,5.27,8.93,,580.96,1320.28,1679.51,1348.47,1832.85,8038.76,5769.72,8768.1,13310.55,11089.28
h_0,4.65,4.07,5.02,7.91,8.47,20.07,,1539.99,1298.59,1197.07,1795.76,2854.4,,7781.17,6315.76,14800.93
a_0,2.34,2.97,3.55,4.2,8.61,,398.16,855.84,1153.86,1309.98,1044.74,2182.52,4531.3,18108.74,6505.39,6224.06
e_0,2.38,,3.75,5.93,6.22,15.12,358.04,729.04,837.19,997.34,1631.81,1783.88,6892.2,5455.98,18410.6,7704.73
g_0,2.56,3.28,6.15,4.32,,23.16,304.52,,1157.08,1407.33,2164.56,2882.68,4426.32,8294.05,5891.85,
