,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.12,2.65,5.27,5.03,4.95,4.35,1.61,1.67,0.99,0.96,1.07,1.08,1.01,0.66,1.91,0.88
f_1,3.85,1.12,4.23,6.04,3.97,5.14,1.0,1.54,0.84,0.83,0.83,1.78,0.93,0.45,0.95,0.78
d_1,5.87,5.39,1.11,4.54,4.58,4.06,1.27,0.88,0.88,2.37,0.91,0.89,0.94,0.63,0.79,0.44
c_1,3.89,4.77,6.46,1.12,5.75,3.94,1.22,1.1,1.75,0.55,0.99,0.98,0.81,0.75,0.99,0.66
b_1,6.08,6.75,4.88,2.67,1.14,5.79,1.61,1.66,1.38,1.25,2.88,1.07,1.28,0.86,0.91,0.81
a_1,9.51,7.87,8.13,8.22,4.26,1.14,2.49,3.2,2.02,1.84,2.28,1.73,3.72,1.44,1.41,1.25
h_1,12.93,14.73,12.12,14.11,14.32,12.53,1.71,3.69,2.75,2.81,3.08,2.64,2.72,3.15,2.76,2.23
g_1,17.18,20.64,17.58,20.58,20.1,17.67,4.16,1.75,3.66,4.36,4.03,4.13,3.97,1.99,4.22,3.66
c_0,21.99,19.7,10.3,50.35,19.09,24.43,6.23,6.49,2.18,6.54,3.48,3.95,4.5,2.63,3.33,2.57
d_0,10.93,18.84,40.95,22.11,21.83,19.4,7.39,7.77,5.11,2.32,5.16,4.79,3.86,2.89,3.93,3.51
b_0,21.45,21.54,17.05,37.19,29.75,16.09,5.69,6.96,2.15,5.21,2.13,4.19,4.82,3.43,3.68,3.02
f_0,24.32,40.08,21.66,21.68,25.72,22.49,7.51,3.55,4.44,4.62,4.23,2.23,4.5,3.96,3.93,1.86
a_0,27.19,28.25,30.25,38.96,36.57,47.12,8.81,8.91,4.99,7.59,2.97,8.07,2.4,4.36,5.74,6.04
h_0,30.56,31.92,32.6,34.09,33.72,27.87,13.09,10.28,6.19,7.99,5.6,6.29,6.43,7.84,5.83,4.3
e_0,56.61,44.19,33.25,33.74,31.29,37.34,12.21,9.41,7.16,8.09,7.44,3.51,7.79,5.12,2.63,3.47
g_0,39.24,41.53,34.27,36.78,35.71,34.12,7.7,13.1,6.78,9.32,7.35,6.68,6.64,4.0,6.48,6.75
