,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.06,1.51,2.48,2.21,2.33,1.91,0.98,0.77,0.76,0.54,0.6,0.74,0.59,0.55,1.02,0.6
f_1,2.4,1.06,2.07,2.22,2.28,1.69,0.6,0.7,0.86,0.64,0.73,0.79,0.36,0.62,0.48,0.53
c_1,1.95,2.59,1.06,3.21,2.66,1.66,0.78,0.44,0.88,0.86,0.55,0.69,0.54,0.56,0.54,0.46
d_1,2.59,2.41,2.28,1.06,2.47,2.09,0.87,1.48,0.61,0.82,0.68,0.68,0.55,0.61,0.68,0.39
b_1,2.97,2.98,1.62,2.52,1.06,3.36,1.17,0.89,1.1,1.09,1.38,0.74,0.81,0.73,0.77,0.7
a_1,4.07,4.44,4.4,3.52,1.71,1.07,1.43,1.09,1.38,0.91,1.54,0.98,0.92,2.07,0.91,0.9
h_1,5.95,7.83,6.77,6.34,5.62,4.87,1.35,1.59,2.39,1.83,1.76,1.53,1.78,1.66,1.41,1.66
d_0,4.64,6.53,8.45,8.21,6.99,6.75,3.33,1.52,3.0,1.92,2.06,2.0,1.79,1.65,2.11,1.74
g_1,7.95,7.24,8.06,7.0,6.7,7.37,2.24,2.21,1.36,2.05,2.14,1.99,1.35,1.89,1.82,2.13
c_0,7.95,7.65,15.63,4.5,7.11,7.03,3.27,3.48,2.59,1.56,2.83,1.97,1.71,1.96,1.81,1.63
b_0,7.15,7.3,11.28,6.94,10.77,5.36,2.99,2.59,2.62,1.41,1.53,1.94,1.69,2.69,1.96,1.61
f_0,7.55,13.14,8.93,7.8,8.1,6.77,4.02,2.66,2.29,2.74,2.4,1.53,1.88,2.52,2.72,1.29
h_0,9.2,11.11,9.64,9.17,7.67,7.99,4.31,2.87,3.93,2.7,3.03,2.76,2.78,2.44,2.22,1.87
a_0,10.04,9.94,10.89,9.38,10.86,13.29,4.09,4.15,3.82,2.61,1.78,2.65,2.31,1.6,2.47,1.94
e_0,13.41,14.93,11.02,10.18,9.91,8.55,3.65,3.32,3.76,3.41,2.86,1.75,2.41,2.37,1.61,2.01
g_0,10.93,11.05,11.53,12.71,10.28,8.71,3.14,3.78,5.2,3.53,3.26,3.27,2.07,3.04,2.9,2.86
