,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.45,0.57,0.68,0.64,0.57,0.33,0.38,0.32,0.27,0.26,0.32,0.23,0.26,0.3,0.23
f_1,0.66,0.41,0.55,0.65,0.6,0.52,0.26,0.32,0.29,0.23,0.25,0.28,0.19,0.24,0.2,0.24
d_1,0.67,0.7,0.38,0.55,0.52,0.56,0.3,0.23,0.35,0.3,0.28,0.24,0.22,0.26,0.28,0.16
c_1,0.5,0.55,0.74,0.38,0.59,0.58,0.32,0.32,0.19,0.28,0.26,0.3,0.22,0.29,0.29,0.22
b_1,0.56,0.58,0.71,0.42,0.36,0.69,0.34,0.36,0.24,0.32,0.34,0.29,0.22,0.29,0.25,0.26
a_1,0.61,0.69,0.63,0.59,0.38,0.29,0.34,0.33,0.3,0.32,0.32,0.29,0.29,0.32,0.26,0.24
h_1,0.55,0.65,0.54,0.55,0.57,0.52,0.23,0.33,0.23,0.24,0.25,0.24,0.23,0.26,0.23,0.22
g_1,0.57,0.63,0.6,0.55,0.5,0.52,0.25,0.21,0.25,0.24,0.26,0.26,0.18,0.24,0.26,0.21
d_0,0.42,0.54,0.69,0.69,0.63,0.52,0.36,0.35,0.22,0.23,0.28,0.27,0.21,0.3,0.27,0.24
c_0,0.63,0.64,0.39,0.75,0.56,0.5,0.32,0.3,0.35,0.22,0.3,0.24,0.22,0.26,0.25,0.22
b_0,0.55,0.64,0.48,0.65,0.62,0.51,0.32,0.29,0.27,0.17,0.21,0.23,0.22,0.33,0.23,0.23
f_0,0.54,0.71,0.55,0.54,0.55,0.46,0.31,0.22,0.26,0.27,0.28,0.2,0.21,0.28,0.31,0.17
h_0,0.55,0.62,0.55,0.58,0.59,0.45,0.34,0.31,0.26,0.23,0.24,0.24,0.26,0.22,0.22,0.23
a_0,0.57,0.67,0.52,0.55,0.58,0.66,0.32,0.3,0.28,0.24,0.17,0.24,0.24,0.18,0.24,0.21
e_0,0.6,0.89,0.51,0.48,0.55,0.49,0.31,0.27,0.23,0.23,0.26,0.16,0.23,0.22,0.18,0.2
g_0,0.56,0.55,0.6,0.59,0.53,0.51,0.26,0.35,0.26,0.25,0.23,0.25,0.17,0.24,0.26,0.22
