,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,106.81,11.05,11.16,22.78,21.59,50.22,2096.56,3270.35,7971.07,5483.56,8751.58,7161.28,24092.07,26658.56,,45674.31
f_1,20.39,112.37,17.52,21.33,15.25,66.97,1564.06,2611.75,4138.98,7101.99,,8655.8,18362.17,24261.51,34375.01,34181.13
d_1,11.44,11.18,136.89,14.4,17.42,54.0,1907.84,2879.85,,9748.58,6961.28,9184.6,25148.55,23065.83,23810.93,28237.13
c_1,9.82,9.47,16.82,150.41,25.54,55.1,1987.05,2126.48,4015.69,,6373.6,7156.76,22812.14,26274.42,23797.4,42942.12
b_1,9.13,11.69,15.99,12.06,157.78,85.4,1373.04,2551.78,4237.25,6203.88,8555.87,,21511.42,19835.46,26797.24,37993.28
a_1,7.91,6.17,11.59,9.71,9.28,416.32,1155.17,1825.94,2388.15,4216.91,5469.74,5786.08,11669.33,,,20446.15
h_1,5.23,7.61,6.93,8.07,10.51,27.84,3067.13,1572.05,2232.03,2165.32,2789.6,4322.26,,9300.35,13839.37,36941.89
g_1,4.37,4.92,8.31,8.7,8.17,22.42,673.42,4764.32,1481.55,2585.94,4631.79,3859.71,4364.55,8854.2,9417.07,
d_0,3.69,6.66,,10.33,8.15,27.73,790.54,1660.39,4898.68,2248.3,3006.58,3059.11,8722.63,9989.17,11530.3,18898.33
c_0,6.43,4.99,4.77,,5.35,22.21,848.43,1067.15,1803.95,5907.55,3685.07,5297.72,7061.95,9913.81,9485.8,13966.25
f_0,3.62,,5.15,7.88,7.62,19.56,818.94,1072.19,1633.49,1576.69,7862.3,2331.67,6669.01,7979.13,15316.65,16256.37
b_0,4.56,4.48,4.98,7.04,,14.43,553.11,821.07,1672.33,1973.7,2686.52,8065.16,8373.83,12230.74,,15171.26
h_0,3.61,5.9,4.25,4.34,5.68,23.61,,1513.83,1742.46,1898.87,2989.23,2777.89,,6668.42,8282.07,19222.56
a_0,2.21,3.05,3.37,3.34,5.29,,465.57,881.0,944.14,1446.78,1846.78,1795.43,5827.24,20482.12,,12299.16
e_0,,2.55,5.5,3.59,3.85,,467.58,707.54,977.05,1849.48,1617.9,,5464.96,,22507.62,9999.62
g_0,2.52,3.24,6.73,4.31,5.06,16.13,320.6,,1107.01,1705.05,2981.92,2043.57,4862.57,5026.0,8050.26,
