,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.88,0.09,0.09,0.07,0.06,0.04,0.08,0.16,0.1,0.06,0.07,0.06,0.06,0.05,0.01,0.06
f_1,0.15,0.88,0.09,0.1,0.05,0.04,0.06,0.07,0.08,0.06,0.07,0.02,0.08,0.05,0.03,0.06
c_1,0.09,0.07,0.88,0.08,0.14,0.05,0.07,0.08,0.01,0.06,0.05,0.07,0.08,0.05,0.04,0.07
d_1,0.1,0.08,0.08,0.88,0.09,0.05,0.07,0.02,0.14,0.07,0.08,0.07,0.08,0.03,0.04,0.06
b_1,0.07,0.11,0.08,0.08,0.87,0.1,0.08,0.07,0.1,0.06,0.01,0.06,0.07,0.04,0.03,0.05
a_1,0.08,0.09,0.08,0.09,0.05,0.87,0.11,0.09,0.06,0.06,0.08,0.08,0.07,0.01,0.06,0.06
h_1,0.13,0.2,0.13,0.15,0.11,0.09,0.52,0.12,0.13,0.13,0.11,0.13,0.06,0.07,0.12,0.16
d_0,0.16,0.16,0.26,0.05,0.1,0.09,0.13,0.39,0.12,0.08,0.13,0.15,0.14,0.07,0.09,0.13
c_0,0.19,0.17,0.09,0.14,0.09,0.11,0.15,0.15,0.37,0.1,0.23,0.11,0.15,0.1,0.11,0.12
g_1,0.15,0.11,0.13,0.25,0.1,0.1,0.13,0.15,0.13,0.52,0.12,0.18,0.12,0.07,0.08,0.04
b_0,0.16,0.16,0.18,0.16,0.03,0.07,0.14,0.16,0.16,0.09,0.4,0.11,0.14,0.18,0.1,0.11
f_0,0.14,0.06,0.19,0.16,0.13,0.11,0.15,0.16,0.13,0.1,0.14,0.37,0.13,0.07,0.18,0.1
h_0,0.14,0.21,0.15,0.16,0.11,0.08,0.05,0.11,0.12,0.11,0.14,0.09,0.05,0.08,0.07,0.13
a_0,0.14,0.15,0.17,0.18,0.11,,0.16,0.14,0.1,0.13,0.13,0.12,0.17,0.36,0.08,0.12
e_0,0.03,0.19,0.16,0.17,0.14,0.1,0.19,0.16,0.17,0.12,0.13,0.14,0.15,0.09,0.36,0.13
g_0,0.12,0.15,0.14,0.22,0.13,0.08,0.15,0.1,0.12,0.05,0.14,0.21,0.11,0.1,0.1,0.06
