,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.22,0.02,0.02,0.03,0.04,0.02,0.06,0.06,0.06,0.1,0.05,0.06,0.07,0.05,,0.04
f_1,0.05,2.24,0.03,0.03,0.04,0.02,0.06,0.05,0.06,0.08,0.05,,0.08,0.03,0.05,0.05
d_1,0.02,0.03,2.35,0.02,0.02,0.03,0.05,0.05,0.11,,0.06,0.05,0.1,0.05,0.04,0.08
c_1,0.02,0.03,0.02,2.43,0.05,0.02,0.06,0.06,,0.07,0.06,0.05,0.09,0.04,0.07,0.06
b_1,0.04,0.03,0.02,0.02,2.53,0.04,0.05,0.04,0.09,0.09,,0.05,0.06,0.04,0.05,0.05
a_1,0.03,0.02,0.03,0.03,0.02,3.01,0.07,0.04,0.07,0.06,0.07,0.05,0.11,,0.06,0.05
h_1,0.13,0.16,0.08,0.11,0.09,0.09,2.74,0.29,0.25,0.16,0.16,0.22,,0.2,,0.38
g_1,0.11,0.06,0.22,0.08,0.08,0.08,0.22,2.87,0.22,0.2,0.16,0.44,0.25,0.13,0.17,
c_0,0.14,0.19,0.19,,0.07,0.1,0.24,0.25,1.98,0.26,0.52,0.32,0.41,0.25,0.24,0.31
d_0,0.15,0.18,,0.26,0.11,0.07,0.25,0.21,0.21,1.97,0.29,0.31,0.57,0.22,0.25,0.37
b_0,0.14,0.12,0.19,0.12,,0.09,0.31,0.22,0.25,0.34,2.26,0.28,0.3,0.5,0.19,0.31
f_0,0.17,,0.1,0.15,0.13,0.12,0.23,0.16,0.35,0.27,0.32,2.29,0.4,0.25,0.42,0.4
h_0,0.18,0.39,0.17,0.23,0.13,0.14,,0.52,0.34,0.35,0.48,0.33,,0.47,0.5,0.78
a_0,0.21,0.16,0.14,0.12,0.09,,0.27,0.24,0.31,0.33,0.25,0.27,0.37,2.58,,0.42
e_0,,0.1,0.15,0.14,0.16,0.12,,0.21,0.38,0.49,0.2,0.21,0.46,,2.69,0.4
g_0,0.22,0.17,0.25,0.19,0.22,0.13,0.35,,0.55,0.4,0.6,0.58,0.6,0.34,0.3,
