,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.15,49.22,112.3,97.97,96.83,80.84,22.63,26.92,18.44,16.4,18.29,19.31,9.64,17.43,,9.44
f_1,83.34,1.15,88.66,82.08,78.0,96.24,17.2,28.0,17.95,16.82,18.29,,7.94,16.04,14.2,18.89
d_1,118.29,97.11,1.15,89.32,78.0,134.73,25.29,14.29,17.03,,20.06,16.73,13.97,14.85,20.88,8.5
c_1,81.49,79.84,140.38,1.15,122.09,118.88,28.67,22.58,,13.39,23.92,20.92,13.97,26.73,16.9,12.14
b_1,101.86,123.9,91.05,57.3,1.15,106.37,47.78,46.67,28.87,24.3,,17.31,16.88,,19.72,17.0
a_1,215.71,256.64,140.38,144.62,96.83,1.15,39.09,46.67,25.54,38.59,34.56,22.82,16.2,,,30.91
h_1,91.67,85.55,102.09,104.72,72.0,74.85,2.0,24.14,17.95,16.4,17.28,20.08,,28.64,16.14,20.0
g_1,94.03,211.35,108.68,138.05,127.64,168.42,18.3,2.0,26.56,36.44,23.92,20.92,12.66,22.28,20.88,
c_0,96.5,123.9,51.83,,112.32,77.73,20.48,24.14,3.03,25.23,19.44,19.31,11.57,20.05,20.88,9.71
d_0,57.3,94.55,,94.91,117.0,91.86,25.29,30.43,19.53,2.85,18.29,20.92,15.58,18.23,16.14,12.59
b_0,107.85,92.13,102.09,178.65,,144.36,25.29,31.82,10.22,17.73,3.09,14.76,16.88,21.11,19.72,10.97
f_0,126.45,,153.14,108.46,100.29,144.36,47.78,19.44,25.54,21.87,22.21,3.18,20.25,19.1,22.19,12.59
h_0,141.04,92.13,67.38,108.46,82.59,87.87,,26.92,20.12,23.43,21.45,16.19,,20.05,20.88,16.19
a_0,152.79,143.72,160.43,126.54,,,43.0,58.33,36.89,32.8,13.52,45.64,31.15,3.06,,
e_0,,133.07,198.18,159.84,200.57,,66.15,58.33,30.18,23.43,31.1,26.42,25.31,,3.09,30.91
g_0,166.68,143.72,140.38,94.91,108.0,91.86,28.67,,27.67,24.3,23.04,26.42,10.38,,27.31,
