,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.67,1.55,1.37,1.39,1.28,1.06,0.48,0.63,0.44,0.47,0.48,0.6,0.31,0.52,0.37,0.54
e_1,0.91,0.66,1.54,1.68,1.36,1.35,0.67,0.75,0.5,0.64,0.57,0.58,0.47,0.47,0.79,0.42
d_1,1.53,1.49,0.65,1.37,1.56,1.26,0.62,0.48,0.57,0.84,0.5,0.53,0.42,0.5,0.49,0.28
c_1,1.44,1.2,1.88,0.64,1.7,1.13,0.83,0.7,0.81,0.34,0.51,0.55,0.39,0.44,0.48,0.42
b_1,1.88,1.59,1.43,0.92,0.63,2.17,0.76,0.67,0.68,0.6,0.96,0.52,0.46,0.5,0.58,0.41
a_1,2.08,1.87,2.13,2.16,0.89,0.57,0.74,0.76,0.74,0.69,0.74,0.59,0.73,1.21,0.59,0.45
h_1,2.35,2.14,2.08,1.94,2.25,1.82,0.58,1.01,0.8,0.95,0.68,0.73,0.86,0.64,0.65,0.68
g_1,2.91,2.4,2.08,2.24,2.47,2.24,0.91,0.55,0.88,0.83,0.91,0.96,0.59,0.88,0.65,0.8
c_0,2.98,2.59,1.48,3.89,2.39,1.95,1.09,1.01,0.61,1.12,0.9,0.79,0.72,0.84,0.74,0.64
d_0,2.49,1.5,3.27,2.71,2.49,2.0,1.0,1.28,0.82,0.65,0.98,0.9,0.82,0.85,0.76,0.8
b_0,2.66,2.28,2.26,3.22,3.31,2.0,1.27,1.02,0.57,0.82,0.6,0.86,0.74,0.94,0.79,0.75
f_0,4.87,2.44,2.23,2.8,2.68,2.18,1.34,0.74,1.01,1.0,0.94,0.58,0.82,0.75,0.95,0.51
h_0,3.21,2.53,2.61,3.17,3.04,2.02,1.55,1.16,1.11,0.83,0.9,0.82,1.11,0.88,0.9,0.93
a_0,2.77,2.8,2.68,2.84,3.4,3.87,1.46,1.21,0.95,0.98,0.6,1.05,0.81,0.59,0.92,0.93
e_0,3.91,4.02,2.7,2.99,2.9,2.59,1.55,1.51,1.28,1.04,0.99,0.65,0.76,1.04,0.56,0.82
g_0,3.02,3.25,2.98,3.55,3.38,4.03,1.16,1.67,1.17,1.1,1.08,1.16,0.68,0.91,1.11,1.22
