,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.34,1.08,0.89,0.88,0.78,0.64,0.68,0.58,0.67,0.62,,0.53,0.47,0.65,0.58
e_1,0.74,1.0,1.02,0.77,1.0,0.6,0.84,0.6,0.92,0.68,0.6,0.8,0.62,0.52,,0.56
d_1,0.93,0.98,1.0,1.16,1.16,1.01,0.66,0.5,,0.94,0.62,0.63,0.53,0.55,0.58,0.51
c_1,1.12,1.3,0.86,1.0,1.45,0.68,0.79,0.67,0.4,,0.62,0.63,0.58,0.65,0.59,0.54
b_1,1.14,1.0,0.86,0.69,1.0,,0.92,0.68,0.77,0.93,,0.65,0.66,0.62,0.67,0.56
a_1,1.28,1.67,0.99,1.46,,1.0,0.97,0.84,0.63,0.81,0.89,0.66,0.73,,,
h_1,1.56,1.19,1.51,1.27,1.08,1.03,1.0,1.27,1.04,0.95,0.85,0.84,,0.68,0.81,0.96
g_1,1.47,1.68,2.01,1.5,1.46,1.19,0.79,1.0,0.83,0.83,1.13,1.22,0.76,0.75,0.85,
d_0,1.72,1.09,,2.52,1.31,1.59,0.96,1.21,1.0,0.95,0.87,0.77,0.87,0.83,0.94,0.86
c_0,1.5,1.46,1.07,,1.08,1.23,1.05,1.2,1.05,1.0,1.47,1.04,1.04,0.92,0.62,0.98
b_0,1.61,1.66,1.63,1.61,,1.13,1.18,0.88,1.15,0.68,1.0,0.92,1.01,1.2,0.91,0.91
f_0,,1.25,1.59,1.6,1.55,1.51,1.18,0.82,1.3,0.96,1.09,1.0,0.94,1.12,1.28,0.72
h_0,1.9,1.63,1.87,1.71,1.52,1.38,,1.32,1.15,0.97,0.99,1.06,,1.05,0.76,1.07
a_0,2.14,1.92,1.81,1.53,1.6,,1.46,1.33,1.2,1.09,0.83,0.89,0.96,1.0,1.1,0.8
e_0,1.54,,1.73,1.7,1.49,,1.23,1.18,1.06,1.62,1.1,0.78,1.32,0.91,1.0,1.03
g_0,1.71,1.79,1.95,1.84,1.78,,1.04,,1.16,1.02,1.1,1.38,0.93,1.24,0.97,
