,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.49,0.43,0.39,0.46,0.46,0.38,0.58,0.55,1.0,0.47,0.59,0.5,0.6,0.5,0.24,0.42
f_1,0.76,1.5,0.47,0.44,0.4,0.29,0.52,0.48,0.5,0.48,0.24,0.53,0.52,0.38,0.37,0.62
d_1,0.51,0.48,1.54,0.34,0.48,0.4,0.5,0.49,0.35,0.92,0.54,0.56,0.68,0.41,0.49,0.46
c_1,0.43,0.54,0.52,1.57,0.68,0.31,0.49,0.47,0.45,0.22,0.53,0.41,0.6,0.54,0.56,0.58
b_1,0.49,0.55,0.38,0.4,1.6,0.62,0.63,0.58,0.56,0.64,0.62,0.3,0.64,0.45,0.43,0.57
a_1,0.45,0.64,0.49,0.61,0.38,1.78,0.65,0.44,0.59,0.61,0.58,0.56,0.5,0.24,0.36,0.7
h_1,0.7,0.88,0.84,0.76,0.61,0.49,1.66,0.97,0.83,0.85,0.77,0.77,0.57,0.61,0.75,0.99
g_1,0.71,0.74,1.06,0.6,0.55,0.6,0.8,1.75,0.75,0.79,1.37,0.91,0.78,0.82,1.01,0.47
d_0,0.58,0.86,0.45,1.31,0.77,0.58,0.9,0.8,1.46,0.92,0.82,0.81,0.95,0.85,0.75,0.95
c_0,0.91,0.86,0.73,0.48,0.68,0.65,0.95,0.91,0.75,1.52,0.88,1.55,0.99,0.99,0.71,1.04
f_0,0.66,0.54,0.9,0.99,0.66,0.54,1.1,0.72,1.04,1.02,1.58,1.13,0.92,0.93,1.43,1.1
b_0,0.91,0.78,0.86,0.81,0.43,0.59,0.85,0.84,0.98,0.7,0.89,1.61,1.18,1.38,0.9,0.93
h_0,0.77,1.14,0.79,0.85,0.62,0.62,0.49,1.04,0.87,0.8,0.93,0.77,0.62,0.76,0.77,1.06
a_0,0.85,0.89,1.09,0.75,0.75,0.44,1.07,0.93,1.0,0.72,0.85,0.77,1.2,1.64,1.0,0.83
e_0,0.62,1.1,0.77,0.78,0.86,0.74,1.08,0.74,1.05,1.13,0.85,0.86,1.17,0.97,1.66,1.01
g_0,0.82,0.7,1.34,0.89,0.7,0.45,0.92,0.58,0.85,0.79,0.92,0.9,0.93,0.92,0.85,0.51
