,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.44,1.14,2.13,2.22,2.08,1.61,0.65,0.42,0.69,0.45,0.4,0.52,0.32,0.39,1.24,0.35
f_1,1.6,0.43,2.05,2.02,2.26,1.89,0.39,0.4,0.64,0.34,0.46,0.8,0.21,0.36,0.37,0.37
c_1,1.44,1.95,0.43,2.73,2.08,2.26,0.74,0.23,0.67,0.95,0.4,0.39,0.28,0.41,0.33,0.35
d_1,2.38,2.34,2.08,0.42,2.02,2.08,0.49,1.31,0.37,0.35,0.39,0.37,0.31,0.37,0.37,0.18
b_1,2.83,2.61,1.21,1.94,0.39,2.48,0.76,0.45,0.74,0.57,1.2,0.45,0.36,0.56,0.42,0.28
a_1,3.5,2.6,3.74,2.76,1.28,0.33,0.98,0.66,0.86,0.55,0.62,0.51,0.48,1.68,0.41,0.38
h_1,3.51,3.76,3.79,2.91,3.93,3.43,0.31,0.7,0.96,0.61,0.7,0.74,0.75,0.61,0.6,0.54
d_0,2.12,3.79,3.46,6.82,3.88,4.48,1.16,0.4,1.1,0.84,0.7,0.75,0.55,0.54,0.83,0.73
g_1,4.01,3.76,4.09,3.22,4.15,3.56,0.68,0.97,0.3,0.68,0.76,0.74,0.4,0.86,0.84,0.97
c_0,4.62,4.0,10.22,1.96,4.38,3.31,1.12,1.16,0.96,0.39,0.88,0.89,0.59,0.65,0.95,0.68
b_0,3.56,4.57,5.07,3.48,8.69,3.58,1.25,0.73,1.02,0.41,0.36,0.73,0.6,0.81,0.88,0.5
f_0,3.93,7.31,3.75,3.66,4.56,4.23,1.22,0.9,0.71,0.84,0.8,0.36,0.54,0.82,0.85,0.39
h_0,4.24,4.46,4.27,4.25,4.04,3.53,2.08,0.95,1.25,0.8,0.87,0.86,1.0,0.75,0.87,0.62
a_0,5.35,6.44,4.9,3.95,6.13,8.2,1.46,0.84,1.54,0.96,0.52,1.03,0.71,0.34,0.92,0.64
e_0,9.24,8.03,5.17,4.76,4.6,4.63,1.74,0.89,1.45,0.87,0.72,0.48,0.82,0.94,0.33,0.61
g_0,5.24,6.37,5.63,4.7,6.0,4.55,1.08,1.38,2.23,1.09,1.05,0.82,0.55,1.06,0.77,1.13
