,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.45,19.75,60.64,51.78,26.94,39.01,7.65,9.2,7.21,6.65,7.27,5.83,5.61,4.68,,4.52
f_1,40.51,0.45,29.99,38.0,36.42,42.88,6.2,15.68,5.24,5.55,8.52,,2.57,6.17,9.72,5.83
d_1,42.22,38.88,0.43,41.58,40.05,35.02,12.85,4.56,5.32,,5.35,9.95,5.83,7.22,6.61,4.0
c_1,30.39,39.95,48.37,0.41,40.28,35.56,8.93,13.01,,3.84,8.48,6.73,4.42,8.53,7.07,5.15
b_1,27.96,27.36,41.41,20.91,0.4,45.66,10.58,12.52,13.4,8.87,,7.78,7.5,10.56,6.16,4.58
a_1,45.98,54.46,32.4,46.25,28.1,0.33,11.56,13.16,10.08,14.33,10.72,8.61,7.35,,8.36,7.7
h_1,17.64,17.73,19.85,15.47,19.87,14.59,0.37,4.6,4.19,3.94,3.2,4.32,,3.75,,2.88
g_1,17.76,20.86,18.33,17.14,27.38,26.78,3.5,0.35,3.99,4.69,4.51,6.18,1.91,4.18,4.7,
c_0,16.48,15.71,9.51,,10.68,14.43,3.92,4.5,0.5,4.67,3.96,2.86,2.94,3.26,2.61,1.8
d_0,10.03,12.01,,13.89,11.59,17.24,6.27,4.99,3.89,0.51,2.96,3.72,2.9,3.07,2.06,2.48
b_0,20.62,21.73,17.1,15.99,,14.29,6.31,6.39,1.94,3.51,0.44,3.08,2.06,3.99,4.95,1.66
f_0,17.08,,20.87,19.51,19.74,21.91,4.57,2.29,3.09,3.2,3.52,0.44,3.07,3.68,4.83,1.72
h_0,14.09,12.1,9.79,11.09,16.28,9.52,,4.04,2.42,1.75,3.29,2.53,,2.71,2.17,1.65
a_0,20.48,30.05,18.19,24.02,25.25,,5.12,7.53,4.04,4.56,1.99,4.0,2.12,0.39,,2.91
e_0,,21.41,25.52,15.28,18.64,16.68,,5.72,4.16,4.05,5.33,2.37,1.98,,0.37,3.35
g_0,23.21,21.57,11.87,16.65,18.88,20.0,2.61,,3.19,2.68,3.25,2.53,1.28,2.36,2.52,
