,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.94,0.27,0.24,0.27,0.26,0.18,0.21,0.18,0.33,0.15,0.18,0.15,0.17,0.14,0.06,0.11
f_1,0.48,0.94,0.29,0.26,0.22,0.14,0.19,0.16,0.17,0.15,0.07,0.16,0.15,0.11,0.1,0.16
d_1,0.32,0.3,0.94,0.2,0.28,0.2,0.19,0.17,0.12,0.3,0.17,0.17,0.19,0.11,0.13,0.12
c_1,0.28,0.35,0.32,0.94,0.39,0.15,0.19,0.16,0.15,0.07,0.17,0.13,0.17,0.15,0.15,0.15
b_1,0.32,0.36,0.24,0.24,0.93,0.31,0.24,0.21,0.19,0.22,0.2,0.1,0.18,0.13,0.12,0.15
a_1,0.31,0.44,0.32,0.39,0.23,0.93,0.26,0.16,0.21,0.22,0.2,0.19,0.15,0.07,0.1,0.2
h_1,0.53,0.66,0.61,0.53,0.41,0.28,0.73,0.39,0.33,0.33,0.28,0.28,0.19,0.2,0.24,0.31
g_1,0.55,0.57,0.78,0.43,0.38,0.35,0.36,0.73,0.3,0.32,0.52,0.34,0.27,0.28,0.33,0.15
d_0,0.45,0.67,0.33,0.94,0.54,0.35,0.41,0.34,0.6,0.37,0.31,0.3,0.33,0.29,0.25,0.31
c_0,0.72,0.67,0.54,0.34,0.47,0.39,0.44,0.38,0.31,0.62,0.34,0.59,0.34,0.34,0.24,0.34
f_0,0.53,0.43,0.68,0.72,0.47,0.33,0.51,0.31,0.43,0.42,0.62,0.44,0.32,0.32,0.48,0.36
b_0,0.73,0.62,0.66,0.6,0.31,0.36,0.4,0.36,0.41,0.29,0.35,0.62,0.42,0.48,0.31,0.31
h_0,0.64,0.94,0.62,0.65,0.45,0.39,0.24,0.46,0.37,0.34,0.38,0.31,0.23,0.27,0.27,0.36
a_0,0.71,0.74,0.86,0.57,0.55,0.28,0.52,0.42,0.43,0.31,0.35,0.31,0.44,0.59,0.35,0.28
e_0,0.52,0.92,0.62,0.6,0.64,0.47,0.53,0.33,0.46,0.49,0.35,0.35,0.43,0.35,0.59,0.35
g_0,0.69,0.59,1.09,0.69,0.53,0.29,0.46,0.26,0.37,0.35,0.38,0.37,0.35,0.34,0.31,0.18
