,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.93,2.39,1.73,2.73,2.38,1.8,8.49,16.26,7.65,9.75,11.23,10.77,17.18,14.28,8.2,14.71
f_1,3.72,6.07,2.18,1.96,1.82,2.01,7.55,9.48,7.02,10.71,10.32,6.6,13.52,9.85,8.9,13.51
d_1,2.02,2.86,6.76,1.69,1.81,2.27,8.66,7.14,7.72,19.22,13.83,9.59,17.39,12.26,12.88,16.24
c_1,1.9,1.94,2.03,7.01,4.23,2.27,7.33,9.8,7.35,4.59,8.09,9.89,15.93,9.87,11.36,15.05
b_1,1.7,1.99,2.25,2.4,7.47,4.65,8.18,8.91,8.29,9.7,6.08,11.98,15.39,8.61,11.52,18.01
a_1,2.37,2.36,2.41,2.33,1.92,10.32,8.96,10.1,9.25,9.28,10.01,11.99,17.92,6.64,13.59,18.14
h_1,2.43,3.45,2.71,2.25,2.44,2.18,17.82,9.79,11.49,11.24,10.9,11.52,11.38,11.14,12.37,21.65
d_0,2.16,2.42,1.77,4.55,2.92,2.16,8.53,16.97,7.68,6.92,10.67,11.14,18.9,11.57,12.76,18.15
g_1,2.04,2.27,3.89,2.0,2.28,2.36,8.74,8.03,22.58,12.01,10.31,16.82,16.8,11.9,16.47,13.24
c_0,2.39,2.96,2.96,2.02,1.71,2.25,11.1,12.51,9.14,19.23,21.62,11.89,18.79,16.19,14.74,22.18
b_0,2.56,2.85,2.66,2.43,1.67,1.96,10.32,10.9,10.38,12.64,22.03,10.52,19.82,25.19,15.28,21.34
f_0,2.09,1.72,2.49,2.61,2.89,2.99,10.45,11.81,10.13,11.6,12.19,23.4,19.78,11.85,29.3,18.84
h_0,2.55,3.26,2.55,2.53,2.63,2.52,6.04,10.33,11.17,10.18,9.91,9.94,12.09,9.55,12.17,22.4
a_0,2.68,2.63,2.6,2.54,2.39,1.6,10.47,12.38,8.15,10.66,13.66,12.75,21.21,26.29,14.18,17.76
e_0,1.95,3.03,2.79,2.5,2.79,2.16,9.24,10.51,9.46,12.27,11.05,12.17,20.9,10.88,27.11,22.35
g_0,2.26,2.47,3.86,2.44,2.27,2.38,8.37,9.12,6.05,11.92,11.93,16.17,16.32,13.36,13.33,13.67
