,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,1.19,0.98,1.01,0.94,1.15,1.34,0.97,0.87,0.99,1.2,1.12,1.0,1.17,1.14
f_1,1.23,1.0,0.92,0.99,0.98,0.82,0.78,0.99,1.05,0.94,1.06,0.89,0.78,1.01,0.78,1.07
c_1,0.85,1.08,1.0,1.2,1.39,0.79,0.93,0.7,0.98,0.72,0.72,0.97,0.99,0.9,0.92,0.92
d_1,1.03,1.0,0.84,1.0,1.07,1.0,0.99,1.21,0.91,1.39,1.06,1.04,1.03,1.04,1.08,0.82
b_1,0.99,1.02,0.73,0.94,1.0,1.66,1.15,1.01,1.11,1.18,1.04,0.96,1.25,0.95,1.08,1.11
a_1,1.06,1.21,1.26,1.01,0.6,1.0,1.13,0.99,1.01,0.89,1.39,1.0,1.08,1.15,1.04,1.13
h_1,0.87,1.3,1.09,1.01,0.92,0.88,1.0,0.79,1.14,0.9,0.93,0.81,1.02,0.95,0.95,1.25
d_0,0.74,0.93,1.43,0.77,1.02,1.07,1.26,1.0,1.11,0.81,0.95,0.98,1.09,0.83,1.09,1.01
g_1,1.02,0.93,1.01,1.18,0.91,0.98,0.87,0.9,1.0,0.96,1.0,1.11,0.84,0.94,0.97,1.02
c_0,1.12,1.03,1.36,0.73,0.87,1.07,1.11,1.3,1.01,1.0,1.42,0.92,1.02,1.05,0.92,0.96
b_0,0.96,0.93,1.37,0.98,1.02,0.75,1.08,1.04,0.95,0.7,1.0,0.94,0.96,1.51,1.04,1.0
f_0,0.85,1.14,1.03,0.94,0.98,0.94,1.23,0.99,0.89,1.11,1.0,1.0,1.02,1.06,1.47,0.81
h_0,0.89,1.25,0.99,0.98,0.8,0.88,0.99,0.93,1.2,0.95,1.03,1.01,1.0,0.95,0.94,1.03
a_0,1.02,0.94,1.06,1.0,1.08,0.81,1.04,1.2,1.03,0.91,0.68,0.91,1.01,1.0,1.01,0.92
e_0,0.89,1.34,1.1,0.95,0.96,0.97,1.07,1.0,1.05,1.09,0.94,0.71,1.09,0.92,1.0,0.95
g_0,0.87,0.98,1.03,1.28,0.92,0.88,0.8,0.97,1.04,1.03,1.02,1.19,0.96,1.08,1.07,1.0
