,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.67,1.14,0.96,1.1,0.99,0.86,0.37,0.51,0.35,0.36,0.34,0.43,0.23,0.29,0.28,0.33
e_1,0.75,0.66,1.02,1.22,1.19,1.04,0.5,0.49,0.36,0.48,0.4,0.44,0.31,0.39,0.5,0.34
d_1,1.18,1.28,0.64,1.01,1.11,0.91,0.54,0.34,0.42,0.53,0.37,0.37,0.31,0.37,0.32,0.22
c_1,1.15,0.92,1.38,0.63,1.17,1.07,0.47,0.56,0.47,0.26,0.38,0.43,0.37,0.38,0.39,0.3
b_1,1.31,1.12,1.25,0.78,0.62,1.3,0.64,0.54,0.55,0.43,0.67,0.45,0.35,0.38,0.47,0.33
a_1,1.68,1.49,1.38,1.2,0.82,0.56,0.69,0.62,0.57,0.61,0.58,0.46,0.43,0.7,0.57,0.47
h_1,1.96,1.8,1.7,1.85,1.56,1.28,0.54,0.97,0.63,0.63,0.61,0.57,0.74,0.56,0.58,0.57
g_1,2.03,2.18,1.91,1.77,1.79,1.45,0.63,0.52,0.75,0.72,0.71,0.75,0.49,0.72,0.59,0.65
c_0,2.33,2.27,1.28,2.28,1.8,1.61,0.85,0.71,0.57,0.92,0.84,0.77,0.66,0.67,0.8,0.55
d_0,1.95,1.32,2.2,2.51,1.97,1.68,0.95,1.26,0.7,0.58,0.77,0.63,0.69,0.66,0.62,0.57
b_0,2.35,2.09,1.8,2.41,2.03,1.65,0.86,0.76,0.47,0.7,0.55,0.64,0.61,0.76,0.68,0.54
f_0,2.63,2.06,1.95,2.16,2.09,1.84,0.97,0.62,0.7,0.93,0.82,0.53,0.71,0.81,0.84,0.46
h_0,2.62,2.23,2.16,2.18,2.07,1.96,0.99,1.01,0.74,0.73,0.83,0.71,0.77,0.67,0.77,0.64
a_0,2.67,2.1,2.13,2.6,2.9,2.21,1.01,0.94,0.73,0.85,0.57,0.84,0.74,0.54,0.66,0.62
e_0,3.52,2.55,2.58,2.18,2.3,1.81,0.97,0.98,0.84,0.91,0.83,0.45,0.74,1.2,0.5,0.56
g_0,2.44,2.29,2.65,2.6,2.53,2.13,0.91,1.08,0.89,0.93,0.88,0.93,0.64,0.83,0.92,0.79
