,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.05,1.15,1.98,1.66,1.86,1.46,0.73,0.6,0.6,0.44,0.52,0.58,0.42,0.45,0.53,0.43
f_1,1.93,1.05,1.67,1.63,1.52,1.21,0.48,0.56,0.71,0.49,0.53,0.51,0.29,0.43,0.38,0.38
c_1,1.45,1.85,1.05,2.25,2.04,1.43,0.62,0.35,0.66,0.56,0.44,0.48,0.43,0.46,0.43,0.42
d_1,2.03,1.84,1.77,1.05,1.79,1.58,0.66,0.85,0.44,0.59,0.52,0.53,0.37,0.47,0.47,0.29
b_1,2.12,2.4,1.28,2.11,1.06,2.34,0.8,0.6,0.82,0.86,0.78,0.6,0.6,0.51,0.58,0.49
a_1,2.94,3.47,2.83,2.76,1.43,1.07,1.12,0.9,1.09,0.8,1.14,0.79,0.73,1.12,0.79,0.61
h_1,5.33,5.65,5.22,4.91,4.49,3.68,1.28,1.35,1.71,1.32,1.45,1.24,1.29,1.28,1.15,1.27
d_0,3.9,5.32,6.54,6.5,5.98,5.44,2.38,1.39,2.4,1.57,1.69,1.72,1.51,1.28,1.76,1.53
g_1,5.91,5.76,6.09,6.08,5.68,5.18,1.87,1.8,1.3,1.58,1.71,1.64,1.1,1.44,1.48,1.44
c_0,6.63,5.95,9.38,3.96,5.47,5.08,2.76,2.72,2.08,1.43,1.99,1.63,1.35,1.61,1.52,1.31
b_0,5.65,5.94,8.71,5.36,7.94,4.47,2.39,2.17,2.16,1.19,1.41,1.64,1.39,2.08,1.68,1.38
f_0,6.37,9.22,6.98,6.34,6.81,5.92,3.02,2.14,1.83,2.15,2.02,1.43,1.54,1.91,2.05,1.05
h_0,8.01,9.16,8.05,7.67,6.48,6.04,3.03,2.43,3.27,2.31,2.31,2.24,2.0,1.99,1.76,1.52
a_0,7.91,8.28,9.18,7.21,9.42,7.67,3.2,3.07,2.97,2.11,1.46,2.13,1.76,1.53,2.17,1.78
e_0,9.92,12.43,9.0,8.19,7.6,6.23,2.97,2.58,2.7,2.46,2.2,1.4,1.98,1.89,1.5,1.66
g_0,9.57,9.05,8.5,9.83,8.21,7.59,2.61,2.83,3.35,2.65,2.51,2.71,1.66,2.27,2.26,2.07
