,e_1,f_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,b_0,c_0,f_0,a_0,h_0,e_0,g_0
e_1,11022.83,8267.92,10809.19,7998.62,13455.27,42985.29,6778859.89,13592151.1,37913851.78,24034245.91,28344887.59,50419408.81,153618318.87,239267325.03,172885838.97,472556551.85
f_1,8169.85,17593.93,8628.08,9056.33,12624.64,36221.35,5727080.84,14676781.27,24031421.82,24503767.16,28729445.2,31454562.99,136929833.74,233829250.33,169450097.04,429728639.51
c_1,4418.75,7383.17,20608.23,9044.2,23035.15,43868.08,7301151.13,14733942.01,22814840.9,17606329.11,17802963.41,60229188.03,146438485.63,223420851.01,252911652.74,474702708.58
d_1,4413.77,7817.23,7847.64,23087.32,13787.66,41282.08,8097001.06,17250132.63,18576648.05,30553413.3,53121443.35,57447884.6,173334415.22,250513897.2,281450528.95,439123413.46
b_1,4961.18,7660.8,8315.09,8481.24,37655.14,75154.24,7245180.7,14276016.94,19786113.88,16570059.15,27487662.3,48381626.92,112831614.04,242231949.23,202646112.66,443625997.81
a_1,5224.97,7817.3,9063.61,10176.86,13624.9,138941.48,8373024.65,18209740.6,20702572.96,24688426.28,26471223.71,48247689.04,133537627.86,269725800.89,255368675.61,419618952.0
h_1,5384.63,11318.09,8798.78,10685.27,14669.23,34722.07,12683078.91,20550260.53,20507974.1,24484021.32,32727004.93,48747637.89,171884114.15,218381954.34,287117307.35,597458897.78
g_1,4613.77,7858.8,9541.51,14559.63,13830.46,39052.79,7594615.07,33693808.54,18259069.48,26210588.34,32705698.89,83958213.07,146368944.92,251470202.05,339793877.24,351969159.0
d_0,5121.26,8517.22,15202.09,7623.49,16897.28,40825.86,6578164.06,14929647.15,33814246.31,25553630.44,21815114.76,51873084.53,169357823.81,249921852.38,268095497.0,463701194.48
b_0,5381.98,9415.13,9541.82,11589.05,11559.09,34173.63,7765888.13,17551747.32,23549016.1,41083698.77,39121970.74,62189664.42,349860873.73,287429414.33,305762052.19,567220565.93
c_0,5759.2,8971.88,8392.49,10895.96,12187.54,43349.86,7727746.13,16283523.44,25103708.43,45784527.62,49882795.62,60592043.52,251375279.05,293597515.9,293173437.51,552450757.15
f_0,4092.4,7145.45,10459.74,11234.26,18675.35,38642.09,8121643.9,18251684.41,24509394.97,27643084.22,35036373.78,99284552.5,211677234.57,277729730.74,556406002.54,504042846.93
a_0,5012.29,9615.78,9287.6,11285.57,17862.53,29337.36,7335362.8,15082760.02,26378286.38,24901837.38,32197441.74,52596135.62,302879496.31,295021659.07,266790418.33,608522951.44
h_0,5563.96,10341.48,9335.69,11356.14,14615.2,39658.43,5968480.56,21220707.6,21400886.34,25326990.7,29730968.91,53494118.42,166347329.21,191098782.25,242918718.18,588904495.31
e_0,4383.55,10000.97,10240.11,11251.24,15162.08,30065.27,7242978.51,16030446.74,23505174.85,29470700.48,32889254.08,60702545.73,216659531.18,316224258.7,507226160.08,572623628.39
g_0,5612.45,6541.78,9669.51,14058.28,14308.1,41265.54,6955136.21,12164526.87,23683967.49,29953461.05,32902716.73,76639138.14,204469695.49,240254388.18,285377290.7,414220415.92
