,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.71,0.93,1.01,0.86,0.74,0.57,0.55,0.4,0.56,0.45,0.34,0.38,0.37,,0.28
f_1,1.41,1.0,1.1,0.84,0.95,0.83,0.5,0.45,0.45,0.34,0.38,,0.37,0.28,0.33,0.25
d_1,1.08,0.91,1.0,0.86,0.92,0.71,0.62,0.32,0.64,,0.46,0.42,0.34,0.33,0.29,0.26
c_1,0.99,1.19,1.17,1.0,1.31,0.69,0.56,0.33,,0.33,0.41,0.42,0.3,0.33,0.46,0.31
b_1,1.16,1.05,1.09,0.77,1.0,0.99,0.47,0.56,0.49,0.43,,0.42,0.42,0.43,0.32,0.34
a_1,1.35,1.2,1.41,1.45,1.01,1.0,0.72,0.69,0.51,0.51,0.58,0.51,,0.47,,0.49
h_1,1.76,2.01,1.6,1.77,2.12,1.38,1.0,0.83,0.83,0.86,0.77,0.8,0.59,,0.78,0.77
g_1,1.83,2.22,3.13,3.05,1.78,1.45,1.21,1.0,0.81,0.85,1.03,1.22,0.7,0.61,0.66,
c_0,2.52,2.22,1.57,,2.05,1.97,1.21,1.24,1.0,0.96,1.18,0.99,0.79,0.83,0.63,0.74
d_0,1.78,2.92,,2.99,2.33,1.97,1.16,1.17,1.05,1.0,1.14,0.86,0.66,0.67,0.55,0.82
b_0,2.2,2.67,2.16,2.46,,1.72,1.3,0.97,0.85,0.88,1.0,0.81,1.44,0.96,0.65,0.84
f_0,2.92,,2.4,2.38,2.37,1.97,1.24,0.82,1.01,1.17,1.23,1.0,0.77,0.87,,0.62
a_0,2.65,2.69,2.95,3.28,2.39,,1.7,1.44,1.26,1.53,0.7,1.3,1.0,1.11,0.93,
h_0,2.67,3.58,3.06,2.99,2.34,2.14,,1.63,1.2,1.5,1.04,1.15,0.9,,,1.18
e_0,,3.05,3.49,2.16,3.15,,1.29,1.52,1.59,1.81,1.53,,1.08,,1.0,0.8
g_0,3.56,3.96,3.83,3.27,2.97,2.06,1.31,,1.34,1.23,1.19,1.62,,0.85,1.25,
