,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.89,0.34,0.15,0.17,0.15,0.09,0.15,0.13,0.12,0.13,0.13,0.05,0.16,0.09,0.06,0.1
e_1,0.22,0.89,0.14,0.2,0.15,0.09,0.18,0.18,0.13,0.31,0.16,0.14,0.18,0.11,0.04,0.13
d_1,0.2,0.17,0.89,0.12,0.17,0.11,0.19,0.34,0.13,0.09,0.18,0.2,0.16,0.12,0.12,0.14
c_1,0.2,0.15,0.19,0.89,0.3,0.07,0.13,0.05,0.11,0.14,0.11,0.16,0.14,0.11,0.09,0.13
b_1,0.18,0.16,0.2,0.17,0.88,0.22,0.18,0.14,0.13,0.13,0.07,0.14,0.16,0.07,0.11,0.15
a_1,0.19,0.16,0.22,0.21,0.13,0.88,0.2,0.21,0.13,0.16,0.16,0.12,0.18,0.06,0.08,0.14
h_1,0.31,0.2,0.26,0.18,0.21,0.13,0.56,0.17,0.17,0.17,0.18,0.15,0.12,0.11,0.1,0.22
c_0,0.28,0.25,0.24,0.14,0.14,0.13,0.21,0.45,0.12,0.17,0.37,0.19,0.19,0.15,0.15,0.13
g_1,0.21,0.2,0.38,0.2,0.17,0.12,0.16,0.22,0.55,0.15,0.13,0.27,0.21,0.14,0.12,0.1
d_0,0.28,0.22,0.09,0.43,0.16,0.13,0.17,0.17,0.14,0.38,0.18,0.17,0.17,0.13,0.09,0.14
b_0,0.28,0.25,0.24,0.24,0.11,0.07,0.12,0.21,0.18,0.21,0.42,0.16,0.23,0.31,0.15,0.18
f_0,0.16,0.2,0.23,0.27,0.23,0.13,0.21,0.19,0.15,0.22,0.18,0.41,0.2,0.15,0.27,0.15
h_0,0.35,0.21,0.22,0.22,0.18,0.13,0.11,0.2,0.22,0.22,0.21,0.14,0.13,0.13,0.11,0.24
a_0,0.3,0.25,0.24,0.23,0.19,0.05,0.23,0.19,0.12,0.2,0.17,0.17,0.18,0.39,0.13,0.18
e_0,0.27,0.13,0.22,0.25,0.23,0.1,0.21,0.21,0.18,0.19,0.2,0.12,0.2,0.12,0.4,0.21
g_0,0.21,0.22,0.38,0.24,0.19,0.11,0.22,0.21,0.07,0.16,0.15,0.3,0.16,0.12,0.12,0.11
