,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.05,1.17,1.61,1.87,1.72,1.47,0.66,0.67,0.63,0.48,0.58,0.48,0.42,0.45,0.55,0.39
f_1,1.8,1.05,1.68,1.6,1.5,1.25,0.55,0.64,0.5,0.47,0.56,0.49,0.31,0.41,0.35,0.44
d_1,1.99,2.0,1.05,1.74,1.79,1.47,0.64,0.47,0.65,0.62,0.5,0.5,0.38,0.43,0.44,0.26
c_1,1.72,2.09,2.16,1.06,2.15,1.47,0.77,0.8,0.39,0.65,0.5,0.51,0.43,0.51,0.52,0.4
b_1,2.11,2.22,2.15,1.31,1.06,1.96,0.91,0.84,0.6,0.78,0.69,0.77,0.52,0.63,0.55,0.51
a_1,2.96,3.46,2.89,3.02,1.62,1.07,1.25,1.0,0.91,0.9,0.83,1.02,0.66,0.83,0.74,0.7
h_1,4.49,4.96,4.84,4.45,3.78,3.33,1.25,1.81,1.29,1.36,1.34,1.39,1.23,1.19,1.04,1.07
g_1,5.42,6.05,5.65,5.29,4.54,5.1,1.58,1.28,1.66,1.52,1.68,1.43,1.05,1.45,1.47,1.2
d_0,3.85,6.04,6.82,6.92,5.57,4.69,2.4,2.29,1.43,1.66,1.67,1.69,1.39,1.51,1.57,1.43
c_0,6.53,7.38,3.78,7.38,5.22,4.82,2.28,2.08,2.18,1.4,1.7,2.23,1.55,1.77,1.5,1.24
f_0,5.77,8.81,6.14,6.98,5.7,5.35,2.35,1.73,1.91,1.75,1.41,1.75,1.52,1.61,2.04,1.14
b_0,6.75,7.28,5.82,7.92,7.78,4.83,2.59,2.41,2.0,1.18,1.83,1.44,1.66,2.15,1.71,1.33
h_0,7.53,9.08,8.01,7.84,7.05,6.66,3.51,3.02,2.36,2.24,2.17,1.97,2.08,1.93,2.0,1.69
a_0,7.51,10.58,7.78,7.65,8.13,7.93,3.16,2.6,2.26,1.99,2.18,1.44,2.05,1.53,1.96,1.7
e_0,9.51,11.22,8.54,7.98,7.96,7.3,3.15,2.66,2.72,2.5,1.47,2.19,1.89,2.12,1.53,1.89
g_0,9.66,8.93,10.29,9.18,8.25,6.85,2.99,3.95,2.62,2.53,2.72,2.64,1.69,2.44,2.09,2.17
