,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,103.21,79.73,111.73,90.41,148.61,362.86,16940.34,36536.06,24086.0,35489.06,48243.81,63445.06,113664.34,214234.1,200194.91,346657.9
f_1,94.24,119.22,85.86,82.03,133.45,357.66,14293.91,24543.48,20417.7,34866.3,42733.21,43782.8,99323.17,167045.99,170640.49,300378.51
c_1,56.64,73.93,123.42,95.93,220.09,370.78,15002.97,19818.7,19746.1,30540.48,31693.18,54399.31,110869.81,168078.08,202386.07,312761.95
d_1,60.46,81.33,67.17,135.25,138.24,383.09,16382.08,19460.58,21108.59,55069.22,44856.41,54200.5,111271.17,185019.83,214281.1,287544.56
b_1,51.7,67.82,58.19,73.5,194.38,557.12,12618.03,17139.85,17367.61,32101.72,31381.41,41375.49,91900.73,143256.85,187571.57,237748.12
a_1,41.03,50.17,51.37,55.99,68.95,443.44,9343.02,12680.65,13852.78,24057.05,31120.2,32476.39,76473.55,116171.64,129693.79,200054.98
h_1,14.38,21.51,17.81,20.91,28.01,76.19,4783.12,4564.44,5866.79,8666.55,8896.18,11417.75,22151.46,42931.04,42013.83,82502.0
d_0,11.39,15.94,24.22,14.8,32.05,81.66,3509.96,5458.86,3950.08,5934.23,8208.05,10289.73,22343.35,39264.84,45844.9,65044.57
g_1,11.62,15.69,15.91,22.39,27.85,73.06,3016.64,4214.61,6193.28,8112.31,8800.39,14529.45,21827.18,34784.49,50472.16,60547.51
c_0,12.17,15.53,14.11,14.43,20.76,64.12,2900.71,4437.55,3989.91,8208.05,11440.69,9779.65,21375.48,38442.44,44466.17,54134.96
b_0,10.71,13.46,17.01,15.39,19.29,49.07,2763.99,4207.18,3463.2,5895.94,9070.95,8832.63,19407.28,51436.68,40761.71,54388.04
f_0,8.14,12.15,13.36,14.35,23.62,67.64,2747.06,3729.55,3138.4,5905.48,7474.5,10711.82,18621.44,27305.88,57883.46,49979.33
h_0,9.03,12.58,10.4,12.85,17.51,45.0,1865.67,2705.53,3258.1,4549.96,5235.18,6800.29,12532.45,22521.36,26478.51,46465.04
a_0,6.55,8.91,9.47,9.27,14.3,36.7,1700.76,2413.65,1995.82,4205.61,4008.24,5678.96,12214.72,26119.12,22641.79,31821.46
e_0,5.85,9.04,8.59,9.14,13.55,44.67,1670.74,1878.5,1954.94,3520.65,3770.18,4620.85,11579.37,18281.69,29934.7,33355.55
g_0,5.5,6.67,7.06,11.31,13.67,32.43,1293.2,1811.15,1853.59,3629.85,4124.4,6264.06,9719.51,18012.96,22997.23,25733.87
