,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.74,0.76,0.94,1.06,0.63,0.48,0.59,0.44,0.45,0.4,0.46,0.4,0.37,0.4,0.32
f_1,1.35,1.0,0.86,1.07,0.69,0.64,0.44,0.39,0.42,0.42,0.44,0.39,0.28,0.3,0.3,0.41
d_1,1.31,1.17,1.0,0.74,0.99,0.83,0.49,0.38,0.56,0.35,0.39,0.42,0.36,0.35,0.28,0.25
c_1,1.06,0.93,1.35,1.0,1.28,0.77,0.49,0.33,0.34,0.46,0.47,0.39,0.4,0.29,0.38,0.32
b_1,0.95,1.46,1.01,0.78,1.0,1.39,0.58,0.57,0.53,0.65,0.72,0.47,0.39,0.48,0.36,0.31
a_1,1.58,1.57,1.21,1.31,0.72,1.0,0.89,0.67,0.46,0.46,0.51,0.45,0.45,0.61,0.48,0.54
h_1,2.02,2.25,2.19,2.01,1.77,1.16,1.0,0.87,0.86,1.02,0.84,0.75,0.67,0.56,0.55,0.75
d_0,1.66,2.55,2.54,3.14,1.75,1.46,1.12,1.0,0.96,1.03,0.84,0.95,0.74,0.65,0.65,0.7
c_0,2.3,2.44,1.74,3.14,1.8,2.09,1.18,0.96,1.0,1.06,1.29,0.92,0.75,0.72,0.7,0.76
g_1,2.11,2.26,2.92,2.23,1.51,2.21,0.97,1.0,0.9,1.0,0.9,1.0,0.63,0.56,0.76,0.61
b_0,2.48,2.32,2.6,2.19,1.4,1.91,1.19,1.15,0.81,1.12,1.0,0.89,0.83,1.07,0.75,0.78
f_0,2.21,2.85,2.43,2.65,1.99,2.08,1.27,1.07,1.17,1.04,1.05,1.0,0.84,0.71,0.97,0.61
h_0,2.45,3.62,2.69,2.7,2.44,2.26,1.61,1.39,1.27,1.61,1.16,1.21,1.0,0.83,0.88,1.05
a_0,2.8,3.43,2.95,3.47,2.26,,1.78,1.37,1.36,1.74,0.87,1.4,1.17,1.0,0.96,0.99
e_0,,3.84,3.54,2.59,2.55,2.15,1.66,1.45,1.39,1.3,1.44,0.97,1.12,1.07,1.0,1.02
g_0,3.26,2.51,4.0,3.16,2.97,1.93,1.34,1.39,1.35,1.6,1.32,1.61,0.94,0.94,0.97,1.0
