,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.43,3.9,3.32,3.59,3.15,3.5,1.5,1.49,2.28,1.92,1.43,,1.05,1.44,2.38,1.4
e_1,2.33,0.42,3.49,3.37,3.2,3.78,2.02,1.88,2.02,2.06,1.59,1.65,1.19,1.63,,1.56
c_1,3.95,4.17,0.4,3.32,4.35,3.4,1.8,1.11,1.66,,1.71,1.79,1.49,1.45,1.16,1.23
d_1,4.02,4.0,3.72,0.39,3.55,3.35,1.58,,1.53,1.48,1.54,1.46,1.36,2.29,1.27,1.12
b_1,3.15,4.31,2.45,3.55,0.37,4.0,2.34,1.67,1.98,1.47,,1.42,1.46,1.44,1.15,1.43
a_1,3.5,4.49,3.56,3.69,2.3,0.31,2.19,1.83,,1.96,1.69,1.63,1.09,,,
h_1,1.89,1.8,1.91,2.06,1.45,1.62,0.27,0.94,0.94,0.82,0.77,0.71,,1.01,0.87,0.54
d_0,1.77,0.96,1.86,,1.73,1.5,0.78,0.29,0.93,0.58,0.73,0.85,0.71,0.61,0.76,0.65
g_1,1.79,1.59,2.11,1.98,1.73,,0.84,0.85,0.23,1.02,1.13,1.03,0.51,0.8,0.81,
c_0,1.45,1.25,,1.21,2.4,1.36,0.8,0.76,0.77,0.28,0.87,0.99,0.69,0.57,0.64,0.6
b_0,1.79,2.19,1.46,1.6,,1.8,0.71,0.71,0.71,0.42,0.27,0.76,0.51,,0.74,0.66
f_0,,1.49,1.34,1.9,1.61,1.45,0.98,0.66,0.46,0.82,0.76,0.25,0.72,1.03,0.81,0.38
h_0,1.47,1.55,1.2,1.12,1.15,1.63,,0.42,0.88,0.53,0.58,0.49,,0.49,0.51,0.69
a_0,1.84,1.79,2.13,1.42,2.35,,0.81,0.83,0.8,0.79,,0.51,0.6,0.22,,0.82
e_0,1.68,,1.92,2.42,2.3,,0.75,0.68,0.96,0.74,0.7,0.33,0.67,,0.21,
g_0,1.23,1.2,1.23,1.23,1.12,,0.76,0.6,,0.58,0.52,1.01,0.34,0.5,,
