,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.83,1.47,1.31,1.94,3.08,25.18,43.24,30.1,32.91,41.51,54.97,79.77,99.84,124.05,140.57
f_1,1.19,1.0,0.99,1.08,1.4,3.05,15.64,25.34,25.41,23.56,33.32,38.94,54.31,66.56,70.62,114.54
c_1,0.68,1.03,1.0,1.2,1.92,3.31,20.9,17.15,27.54,22.87,27.51,37.56,60.0,76.38,82.97,104.0
d_1,0.76,0.93,0.84,1.0,1.27,2.34,18.16,20.18,18.71,29.32,31.88,31.21,50.97,76.98,78.73,81.15
b_1,0.51,0.73,0.52,0.79,1.0,3.13,12.79,16.45,18.69,21.41,27.61,26.39,47.58,50.4,59.86,88.36
a_1,0.33,0.33,0.31,0.42,0.32,1.0,8.03,8.88,9.62,8.24,12.58,11.05,20.78,24.26,29.64,36.43
h_1,0.04,0.06,0.05,0.06,0.08,0.14,1.0,1.21,1.68,1.12,1.67,1.98,3.27,4.32,4.48,5.97
d_0,0.02,0.04,0.06,0.05,0.06,0.11,0.84,1.0,1.22,0.87,1.42,1.52,2.43,2.9,3.84,5.37
g_1,0.03,0.04,0.04,0.05,0.06,0.11,0.61,0.82,1.0,1.13,1.23,1.74,2.28,2.66,3.77,4.25
c_0,0.03,0.04,0.05,0.03,0.05,0.12,0.89,1.18,0.9,1.0,1.89,1.61,2.57,3.13,3.82,4.5
b_0,0.02,0.03,0.04,0.03,0.04,0.08,0.58,0.74,0.89,0.56,1.0,1.16,1.81,3.0,2.68,3.49
f_0,0.02,0.03,0.03,0.03,0.04,0.08,0.5,0.64,0.58,0.67,0.85,1.0,1.73,2.31,3.12,2.42
h_0,0.01,0.02,0.02,0.02,0.02,0.05,0.3,0.43,0.45,0.39,0.54,0.6,1.0,1.16,1.4,2.27
a_0,0.01,0.01,0.01,0.01,0.02,0.04,0.24,0.34,0.36,0.33,0.33,0.45,0.86,1.0,1.22,1.44
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.23,0.26,0.28,0.24,0.38,0.29,0.76,0.75,1.0,1.26
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.17,0.19,0.23,0.24,0.31,0.42,0.45,0.65,0.76,1.0
