,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.78,0.94,1.07,0.85,0.73,0.6,0.54,0.4,0.58,0.44,0.38,0.37,0.37,0.37,0.35
f_1,1.28,1.0,0.96,0.98,0.87,0.82,0.46,0.45,0.41,0.37,0.36,0.39,0.38,0.27,0.31,0.3
d_1,1.06,1.05,1.0,0.86,0.95,0.74,0.56,0.36,0.59,0.5,0.46,0.41,0.32,0.34,0.27,0.28
c_1,0.94,1.02,1.17,1.0,1.4,0.74,0.49,0.36,0.3,0.32,0.37,0.42,0.27,0.31,0.43,0.3
b_1,1.18,1.15,1.05,0.71,1.0,1.08,0.53,0.49,0.49,0.45,0.64,0.41,0.38,0.43,0.34,0.35
a_1,1.37,1.22,1.36,1.36,0.93,1.0,0.77,0.78,0.57,0.56,0.58,0.54,0.36,0.46,0.36,0.44
h_1,1.61,2.25,1.86,2.09,1.8,1.26,1.0,0.87,0.83,0.82,0.89,0.72,0.6,0.67,0.61,0.79
g_1,1.83,2.29,2.66,2.72,2.13,1.22,1.15,1.0,0.86,0.98,0.92,1.1,0.79,0.65,0.67,0.59
c_0,2.42,2.53,1.72,3.37,2.09,1.68,1.17,1.19,1.0,1.09,1.2,0.99,0.97,0.8,0.67,0.85
d_0,1.72,2.65,1.94,3.26,2.19,1.74,1.25,1.04,0.95,1.0,0.97,0.94,0.64,0.68,0.63,0.71
b_0,2.09,3.05,2.17,3.08,1.52,1.56,1.1,1.12,0.8,1.02,1.0,0.92,1.24,0.93,0.69,0.83
f_0,2.61,2.57,2.46,2.43,2.48,1.79,1.36,0.9,1.01,0.99,1.06,1.0,0.84,0.87,1.27,0.61
a_0,2.75,2.71,3.11,3.64,2.62,2.58,1.65,1.28,1.01,1.57,0.8,1.16,1.0,0.93,0.82,1.35
h_0,2.67,3.81,2.91,3.07,2.32,1.94,1.52,1.54,1.22,1.44,1.06,1.11,1.04,1.0,0.76,1.05
e_0,2.72,3.52,3.45,2.54,2.82,2.45,1.6,1.48,1.53,1.5,1.48,0.81,1.23,1.37,1.0,0.9
g_0,2.68,3.31,3.52,3.53,2.9,2.28,1.3,1.71,1.21,1.28,1.14,1.52,0.83,0.94,1.06,1.0
