,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.44,1.09,1.02,1.2,1.12,1.03,0.22,0.38,0.25,0.2,0.2,0.34,0.13,0.21,0.21,0.19
e_1,0.74,0.43,1.28,1.31,1.06,1.09,0.4,0.32,0.26,0.24,0.25,0.36,0.19,0.23,0.32,0.2
d_1,1.29,1.43,0.41,1.13,1.32,1.1,0.32,0.22,0.37,0.24,0.23,0.24,0.16,0.22,0.24,0.11
c_1,1.35,0.99,1.65,0.39,1.26,1.17,0.39,0.37,0.14,0.35,0.26,0.22,0.17,0.27,0.25,0.17
b_1,1.64,1.21,1.34,0.71,0.38,1.32,0.42,0.46,0.31,0.43,0.52,0.28,0.23,0.31,0.33,0.21
a_1,1.88,1.69,1.8,1.8,0.78,0.32,0.47,0.44,0.39,0.34,0.41,0.33,0.26,0.53,0.34,0.34
h_1,2.06,2.29,1.74,2.14,2.02,1.83,0.31,0.6,0.49,0.4,0.4,0.41,0.43,0.42,0.37,0.3
g_1,2.55,2.4,2.02,2.64,2.31,2.67,0.51,0.28,0.52,0.47,0.46,0.46,0.25,0.46,0.42,0.37
d_0,2.24,1.37,3.62,3.05,2.83,2.31,0.9,0.91,0.33,0.44,0.52,0.52,0.4,0.49,0.57,0.44
c_0,2.69,2.42,1.43,4.62,2.66,2.09,0.83,0.79,0.82,0.33,0.52,0.49,0.38,0.58,0.46,0.34
b_0,2.47,2.65,2.12,3.45,3.63,2.59,0.72,0.87,0.54,0.3,0.31,0.48,0.36,0.56,0.42,0.36
f_0,3.59,2.83,2.49,2.68,2.82,2.58,0.74,0.5,0.58,0.51,0.52,0.29,0.38,0.58,0.42,0.24
h_0,2.87,2.73,2.58,3.02,3.22,2.4,1.14,0.81,0.62,0.6,0.6,0.56,0.51,0.63,0.53,0.38
a_0,2.95,2.99,2.64,3.46,5.82,3.7,0.79,1.06,0.58,0.49,0.33,0.62,0.48,0.28,0.68,0.43
e_0,3.95,4.19,2.86,3.44,2.73,2.69,0.98,0.7,0.8,0.64,0.63,0.33,0.43,0.65,0.27,0.44
g_0,3.36,3.33,2.94,3.88,3.49,2.71,0.76,1.25,0.83,0.65,0.63,0.71,0.39,0.73,0.69,0.49
