,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.1,1.8,3.19,3.25,3.33,2.95,0.84,1.07,0.63,0.64,0.68,0.74,0.42,0.61,0.9,0.5
f_1,2.91,1.1,2.88,3.08,3.09,2.57,0.64,0.93,0.59,0.63,0.58,0.77,0.33,0.57,0.56,0.47
d_1,3.96,3.4,1.1,3.22,2.9,2.78,1.0,0.59,0.64,1.23,0.62,0.56,0.38,0.57,0.63,0.29
c_1,2.64,3.52,4.83,1.11,3.64,3.75,1.03,0.94,1.07,0.42,0.76,0.63,0.53,0.77,0.56,0.44
b_1,4.01,4.62,3.63,2.05,1.12,4.4,1.37,1.19,1.16,0.87,1.33,0.77,0.7,0.71,0.71,0.57
a_1,5.91,7.38,4.79,6.06,2.6,1.13,1.65,1.64,1.16,1.56,1.44,0.96,0.94,2.12,1.15,0.85
h_1,11.46,10.69,11.16,12.98,10.64,8.67,1.58,3.23,2.18,2.35,2.28,2.17,2.13,2.19,1.89,1.99
g_1,12.6,14.55,13.58,15.34,15.26,13.56,2.81,1.64,3.07,3.02,2.53,2.49,1.62,2.4,2.47,2.48
c_0,16.37,17.36,8.53,26.64,14.86,12.1,4.5,3.89,1.91,4.72,2.92,2.92,2.1,2.67,2.75,2.04
d_0,8.9,13.98,22.61,15.9,17.23,13.3,4.57,5.11,3.39,2.04,3.49,3.08,2.55,2.67,2.75,2.76
b_0,14.32,16.48,13.53,24.69,22.11,14.33,4.3,4.38,1.67,3.11,1.92,2.84,2.14,2.86,3.06,2.04
f_0,16.67,32.96,19.7,18.08,18.85,16.98,5.34,3.3,3.88,3.98,3.7,2.22,3.09,3.29,3.62,1.76
h_0,23.06,26.61,21.6,23.73,20.35,20.84,8.96,6.09,4.92,5.21,4.9,4.18,4.31,4.18,4.61,3.74
a_0,20.15,24.44,22.61,26.64,33.04,25.26,6.37,6.67,3.98,5.25,2.53,5.02,3.79,2.32,5.46,2.91
e_0,31.08,32.66,25.92,24.3,25.76,25.58,8.43,6.03,5.77,5.25,6.04,2.89,3.65,4.72,2.45,4.15
g_0,25.64,31.24,28.79,27.61,27.8,21.5,6.47,9.59,5.88,5.47,6.16,6.2,3.14,5.28,5.63,5.96
