,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.73,1.56,1.98,1.76,3.62,20.13,27.19,30.92,40.49,35.53,38.98,67.7,59.1,,88.87
f_1,1.36,1.0,1.09,1.41,1.97,3.32,17.22,31.19,25.71,32.19,35.68,,47.1,53.35,107.17,99.7
d_1,0.64,0.92,1.0,1.08,1.35,3.13,18.85,14.44,26.8,,25.65,35.3,63.45,59.68,65.19,89.52
c_1,0.5,0.71,0.93,1.0,1.64,2.27,15.31,21.69,,17.23,28.73,25.83,44.66,48.57,74.93,73.82
b_1,0.57,0.51,0.74,0.61,1.0,2.79,12.42,14.22,29.14,24.21,,23.3,40.52,44.5,53.45,55.19
a_1,0.28,0.3,0.32,0.44,0.36,1.0,6.93,6.74,9.94,11.54,13.2,10.64,24.0,,30.11,31.79
h_1,0.05,0.06,0.05,0.07,0.08,0.14,1.0,1.42,1.58,1.29,1.39,2.12,,3.46,,6.93
g_1,0.04,0.03,0.07,0.05,0.07,0.15,0.71,1.0,1.17,1.28,1.33,2.9,1.95,2.44,4.01,
c_0,0.03,0.04,0.04,,0.03,0.1,0.63,0.86,1.0,1.17,1.83,1.37,2.53,2.37,2.83,3.24
d_0,0.02,0.03,,0.06,0.04,0.09,0.78,0.78,0.86,1.0,1.11,1.45,2.77,2.04,2.4,3.89
b_0,0.03,0.03,0.04,0.03,,0.08,0.72,0.75,0.55,0.9,1.0,1.04,1.42,2.92,2.69,2.4
f_0,0.03,,0.03,0.04,0.04,0.09,0.47,0.34,0.73,0.69,0.96,1.0,1.77,1.78,3.58,2.49
h_0,0.01,0.02,0.02,0.02,0.02,0.04,,0.51,0.4,0.36,0.7,0.56,,1.3,1.63,2.13
a_0,0.02,0.02,0.02,0.02,0.02,,0.29,0.41,0.42,0.49,0.34,0.56,0.77,1.0,,1.81
e_0,,0.01,0.02,0.01,0.02,0.03,,0.25,0.35,0.42,0.37,0.28,0.61,,1.0,1.39
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.14,,0.31,0.26,0.42,0.4,0.47,0.55,0.72,
